YYYY,@YYYY,ownerDate,cashDividendDate,price,priceBackDate,backDays,giveDate,stockDividendDate,@price,@priceBackDate,@priceBackDays,cashDividend,shareCashDividend,cashDividendTotal,stockDividend,shareStockDividend,stockDividendTotal,dividendTotal
2023,2022全年,23'06/13,23'06/30,96.2,,,23'07/26,,,,,3.504,0.796,4.3,0,0,0,4.3
2022,2021全年,22'06/23,22'07/08,103.5,,,22'08/03,,,,,3.741,0.559,4.3,0,0,0,4.3
2021,2020全年,21'06/16,21'08/23,97.2,22'01/03,92,21'09/11,,,,,3.384,0.916,4.3,0,0,0,4.3
2020,2019全年,20'06/18,20'07/17,109.5,,,20'08/12,,,,,4.183,0.567,4.75,0,0,0,4.75
2019,2018全年,19'06/12,19'07/09,116.5,,,19'07/31,,,,,5.549,0,5.549,0,0,0,5.549
2018,2017全年,18'06/12,18'07/10,106,19'03/26,174,18'08/01,,,,,5,0.6,5.6,0,0,0,5.6
2017,2016全年,17'06/14,17'07/11,107.5,19'04/25,440,17'08/03,,,,,5.208,0.392,5.6,0,0,0,5.6
2016,2015全年,16'06/15,16'06/30,109.5,16'08/09,28,16'07/21,,,,,5.6,0,5.6,0,0,0,5.6
2015,2014全年,15'06/10,15'06/26,102,16'04/19,199,15'07/17,,,,,5.6,0,5.6,0,0,0,5.6
2014,2013全年,14'06/12,14'06/27,93.5,14'12/03,111,,,,,,5.6,0,5.6,0,0,0,5.6
2013,2012全年,13'06/21,13'07/08,111.5,19'05/21,1441,,,,,,5.4,0.1,5.5,0,0,0,5.5
2012,2011全年,12'06/22,12'07/09,94.8,12'07/31,17,,,,,,5.16,0,5.16,0,0,0,5.16
2011,2010全年,11'06/15,11'06/30,77.7,11'08/01,23,,,,,,4.162,0,4.162,0,0,0,4.162
2010,2009全年,10'06/18,10'07/05,62.4,10'10/27,82,,,,,,5.028,0,5.028,0,0,0,5.028
2009,2008全年,09'06/19,09'07/06,52.7,09'09/25,59,,,,,,4.687,0,4.687,0,0,0,4.687
2008,2007全年,08'06/13,08'07/01,54,08'07/21,15,,,,,,2.543,0,2.543,0,0,0,2.543
2007,2006全年,07'06/15,07'07/18,39.95,07'09/26,48,,,,,,2.588,0,2.588,0,0,0,2.588
2006,2005全年,06'06/15,06'07/13,29.55,06'09/21,51,,,,,,2.617,0,2.617,0,0,0,2.617
2005,2004全年,05'06/14,05'07/14,30.45,06'05/03,197,,,,,,2.473,0,2.473,0,0,0,2.473
2004,2003全年,04'06/15,04'07/22,30.9,04'09/02,29,,,,,,2.376,0,2.376,0,0,0,2.376
2003,2002全年,03'06/25,03'08/15,24.5,03'09/24,28,,03'08/15,24.5,03'09/24,28,2,0,2,0.4,0,0.4,2.4
2002,2001全年,02'04/26,02'05/14,40,02'05/29,12,,02'09/20,,07'06/14,1175,1.9,0,1.9,1.9,0,1.9,3.8
2001,2000全年,01'03/30,,,,,,01'05/09,,01'12/14,151,0,0,0,3.202,0,3.202,3.202
2000,1999全年,00'03/06,,,,,,00'04/03,,,,0,0,0,3.8,0,3.8,3.8
1999,1998全年,99'03/24,99'03/25,,,,,,,,,1.8,0,1.8,0,0,0,1.8
1998,1997全年,,,,,,,,,,,0,0,0,0,0,0,0
