Date,Open,High,Low,Close,Volume
2016-12-29,102.69,105.07,102.01,102.35,672000.0
2016-12-30,103.37,104.05,99.97,101.33,505000.0
2017-01-03,101.33,101.33,98.27,98.95,373000.0
2017-01-04,98.95,100.99,97.59,99.97,429000.0
2017-01-05,100.99,102.35,99.97,100.31,446000.0
2017-01-06,100.65,101.33,97.93,97.93,401000.0
2017-01-09,97.93,97.93,92.83,93.51,555000.0
2017-01-10,94.19,96.23,92.49,93.51,418000.0
2017-01-11,93.85,95.21,93.85,94.53,210000.0
2017-01-12,94.87,94.87,93.17,93.17,172000.0
2017-01-13,92.83,93.17,89.09,92.49,478000.0
2017-01-16,91.81,95.89,90.11,94.19,396000.0
2017-01-17,94.53,99.29,93.17,98.27,710000.0
2017-01-18,98.27,100.65,97.25,99.63,444000.0
2017-01-19,99.63,99.63,96.57,96.57,201000.0
2017-01-20,96.57,97.25,94.53,96.57,230000.0
2017-01-23,96.57,97.93,95.89,97.25,114000.0
2017-01-24,97.25,97.93,96.57,97.25,108000.0
2017-02-02,97.93,97.93,96.91,97.59,150000.0
2017-02-03,97.93,102.69,97.93,100.99,567000.0
2017-02-06,100.99,103.71,100.65,102.01,427000.0
2017-02-07,102.01,104.05,101.33,102.01,293000.0
2017-02-08,101.33,102.01,98.95,98.95,230000.0
2017-02-09,98.61,100.65,97.25,98.27,298000.0
2017-02-10,99.63,107.11,98.61,103.03,953000.0
2017-02-13,103.37,104.39,99.97,99.97,342000.0
2017-02-14,100.31,101.67,98.61,99.63,126000.0
2017-02-15,99.97,102.35,99.97,99.97,148000.0
2017-02-16,100.31,101.33,98.95,100.65,235000.0
2017-02-17,100.65,100.99,99.29,100.65,202000.0
2017-02-18,100.65,101.67,100.65,101.33,184000.0
2017-02-20,101.33,111.19,101.33,111.19,1912000.0
2017-02-21,112.89,114.25,107.45,110.51,1190000.0
2017-02-22,112.55,113.23,109.83,110.17,467000.0
2017-02-23,111.19,116.97,110.17,112.21,1112000.0
2017-02-24,112.89,116.63,111.53,113.57,528000.0
2017-03-01,114.25,114.25,110.17,110.51,406000.0
2017-03-02,111.53,111.87,105.75,107.11,389000.0
2017-03-03,107.45,108.13,106.09,106.09,125000.0
2017-03-06,107.11,108.13,105.75,108.13,122000.0
2017-03-07,108.13,108.81,107.11,107.11,119000.0
2017-03-08,107.11,107.11,102.01,103.03,334000.0
2017-03-09,102.35,104.39,100.99,103.71,207000.0
2017-03-10,104.05,104.39,102.01,103.03,84000.0
2017-03-13,103.37,111.53,103.37,108.81,509000.0
2017-03-14,110.17,110.17,107.11,108.81,231000.0
2017-03-15,108.81,111.19,108.81,109.83,245000.0
2017-03-16,111.87,112.21,108.47,108.47,253000.0
2017-03-17,109.83,110.51,107.45,107.79,333000.0
2017-03-20,108.47,118.33,107.45,117.65,1608000.0
2017-03-21,117.65,119.69,114.93,115.61,881000.0
2017-03-22,114.25,121.39,112.89,119.01,1013000.0
2017-03-23,120.03,121.05,115.95,116.29,795000.0
2017-03-24,116.63,116.63,111.19,111.53,598000.0
2017-03-27,111.53,114.25,107.45,107.45,475000.0
2017-03-28,108.47,111.53,106.09,110.17,564000.0
2017-03-29,112.21,116.29,111.53,113.57,784000.0
2017-03-30,115.61,118.67,114.93,116.29,932000.0
2017-03-31,117.31,119.35,116.29,116.63,693000.0
2017-04-05,117.31,118.33,115.95,116.63,366000.0
2017-04-06,116.97,118.33,114.59,115.27,362000.0
2017-04-07,116.63,116.97,114.25,115.61,233000.0
2017-04-10,115.61,117.31,109.49,110.51,467000.0
2017-04-11,109.83,111.19,107.45,107.79,397000.0
2017-04-12,108.13,113.57,107.45,112.89,437000.0
2017-04-13,113.57,113.57,108.81,109.83,252000.0
2017-04-14,109.49,109.49,104.39,104.39,387000.0
2017-04-17,105.41,107.11,102.69,104.73,193000.0
2017-04-18,106.77,109.15,106.09,107.45,228000.0
2017-04-19,107.79,111.19,106.43,108.81,284000.0
2017-04-20,108.81,109.83,108.13,109.49,169000.0
2017-04-21,110.85,112.89,109.83,109.83,274000.0
2017-04-24,111.19,111.53,108.81,109.15,246000.0
2017-04-25,111.53,113.57,109.83,112.55,422000.0
2017-04-26,113.23,115.95,112.89,115.27,419000.0
2017-04-27,114.93,114.93,113.57,113.91,152000.0
2017-04-28,114.25,114.25,111.87,112.21,156000.0
2017-05-02,112.89,112.89,111.53,112.21,65000.0
2017-05-03,111.53,111.53,108.13,108.47,205000.0
2017-05-04,108.81,110.51,108.47,110.17,114000.0
2017-05-05,113.57,121.05,113.57,121.05,1316000.0
2017-05-08,122.41,123.77,118.33,119.01,1014000.0
2017-05-09,119.69,125.81,116.63,125.81,1186000.0
2017-05-10,126.49,138.05,124.11,132.27,2502000.0
2017-05-11,132.27,139.07,129.89,133.97,1010000.0
2017-05-12,133.29,136.69,130.23,131.25,537000.0
2017-05-15,131.25,141.79,129.89,137.03,968000.0
2017-05-16,137.03,140.43,132.27,132.95,627000.0
2017-05-17,132.95,134.65,127.51,128.53,741000.0
2017-05-18,124.45,127.51,124.11,125.13,466000.0
2017-05-19,126.49,126.49,122.41,123.77,317000.0
2017-05-22,125.81,125.81,123.43,124.11,147000.0
2017-05-23,125.13,129.55,124.45,126.15,497000.0
2017-05-24,126.15,126.15,124.79,125.47,199000.0
2017-05-25,125.47,129.89,125.47,128.53,425000.0
2017-05-26,128.53,128.53,123.77,124.11,335000.0
2017-05-31,124.11,124.79,120.03,121.39,317000.0
2017-06-01,121.73,123.43,117.31,118.33,446000.0
2017-06-02,120.03,121.73,118.33,121.05,229000.0
2017-06-03,120.37,120.37,118.67,120.03,185000.0
2017-06-05,119.69,121.73,117.99,118.67,226000.0
2017-06-06,119.01,120.71,117.31,119.69,216000.0
2017-06-07,119.69,120.37,117.65,118.33,163000.0
2017-06-08,118.33,121.73,117.99,121.05,229000.0
2017-06-09,120.37,123.09,118.67,119.01,302000.0
2017-06-12,119.01,120.03,118.67,119.01,181000.0
2017-06-13,119.35,127.51,119.35,124.11,875000.0
2017-06-14,125.81,127.51,121.73,123.09,577000.0
2017-06-15,124.45,124.45,121.05,121.05,290000.0
2017-06-16,121.73,123.77,120.03,122.07,260000.0
2017-06-19,122.75,123.77,122.41,123.77,119000.0
2017-06-20,124.11,124.79,122.41,124.45,223000.0
2017-06-21,125.81,129.55,125.81,125.81,681000.0
2017-06-22,126.83,127.17,123.77,123.77,220000.0
2017-06-23,124.45,124.45,121.39,122.07,148000.0
2017-06-26,122.07,122.41,121.39,121.73,107000.0
2017-06-27,122.07,123.09,121.73,121.73,104000.0
2017-06-28,122.41,123.09,119.69,121.05,144000.0
2017-06-29,122.41,122.41,119.01,119.69,229000.0
2017-06-30,119.01,119.69,117.31,119.69,238000.0
2017-07-03,121.09,122.84,120.04,121.09,199000.0
2017-07-04,121.09,122.14,121.09,121.09,97000.0
2017-07-05,121.79,125.29,121.79,123.19,322000.0
2017-07-06,124.59,124.59,122.84,123.54,125000.0
2017-07-07,123.54,123.54,120.74,120.74,137000.0
2017-07-10,121.09,121.44,117.59,117.59,158000.0
2017-07-11,117.59,118.99,116.19,116.89,210000.0
2017-07-12,117.94,117.94,113.39,115.84,347000.0
2017-07-13,116.89,120.39,116.89,119.34,221000.0
2017-07-14,119.34,120.39,117.59,119.69,121000.0
2017-07-17,122.84,124.94,121.79,122.84,497000.0
2017-07-18,124.94,126.69,123.19,124.94,420000.0
2017-07-19,126.69,130.54,124.94,127.74,781000.0
2017-07-20,130.89,135.79,130.19,132.99,1290000.0
2017-07-21,133.69,136.14,131.94,132.99,522000.0
2017-07-24,132.99,141.04,132.99,138.59,1206000.0
2017-07-25,140.69,152.24,139.99,149.09,1419000.0
2017-07-26,147.69,151.89,146.29,146.29,774000.0
2017-07-27,146.64,150.49,145.94,148.04,491000.0
2017-07-28,148.39,151.19,144.54,146.64,718000.0
2017-07-31,147.69,158.89,145.24,146.64,1720000.0
2017-08-01,148.39,149.44,145.59,147.69,489000.0
2017-08-02,149.09,150.14,143.84,144.19,588000.0
2017-08-03,143.14,143.14,134.39,135.09,907000.0
2017-08-04,137.89,148.39,137.89,148.39,1216000.0
2017-08-07,155.04,162.74,151.19,157.84,1468000.0
2017-08-08,158.19,158.54,149.79,150.84,701000.0
2017-08-09,145.59,145.59,136.14,137.89,824000.0
2017-08-10,137.54,142.09,128.79,134.04,977000.0
2017-08-11,130.19,135.09,130.19,132.99,352000.0
2017-08-14,134.39,135.79,128.79,129.14,362000.0
2017-08-15,132.29,134.39,129.49,132.99,216000.0
2017-08-16,132.29,134.39,129.84,130.89,183000.0
2017-08-17,138.59,143.84,137.89,143.84,925000.0
2017-08-18,143.49,145.59,137.89,145.59,931000.0
2017-08-21,144.54,144.54,139.29,140.34,475000.0
2017-08-22,140.69,142.79,138.94,139.29,332000.0
2017-08-23,141.39,141.39,135.79,136.49,450000.0
2017-08-24,136.84,143.14,136.84,138.94,734000.0
2017-08-25,139.99,141.04,137.19,138.24,502000.0
2017-08-28,139.64,139.64,136.49,138.59,153000.0
2017-08-29,138.24,139.29,137.19,137.19,104000.0
2017-08-30,139.29,140.34,136.84,137.54,215000.0
2017-08-31,137.54,146.99,136.84,142.44,949000.0
2017-09-01,143.84,153.29,141.04,147.69,1252000.0
2017-09-04,148.39,150.49,143.49,143.49,811000.0
2017-09-05,144.89,146.64,141.04,141.04,442000.0
2017-09-06,139.99,140.34,137.89,138.59,516000.0
2017-09-07,140.34,142.79,137.19,137.19,402000.0
2017-09-08,137.19,138.94,136.84,137.89,208000.0
2017-09-11,138.59,139.29,132.99,133.69,403000.0
2017-09-12,134.04,135.09,132.29,132.29,202000.0
2017-09-13,134.04,137.19,133.69,135.09,199000.0
2017-09-14,134.74,138.94,132.64,138.59,355000.0
2017-09-15,140.34,140.34,136.49,136.84,149000.0
2017-09-18,136.49,137.54,135.09,135.79,73000.0
2017-09-19,135.79,137.89,134.74,135.09,84000.0
2017-09-20,136.49,136.49,132.99,134.04,110000.0
2017-09-21,135.79,141.04,135.44,135.44,497000.0
2017-09-22,136.49,140.69,135.09,138.59,418000.0
2017-09-25,140.69,151.89,139.29,145.24,1529000.0
2017-09-26,149.09,152.59,139.99,140.69,1030000.0
2017-09-27,143.49,145.59,138.94,144.54,341000.0
2017-09-28,146.99,152.59,145.24,148.04,1017000.0
2017-09-29,150.49,151.19,145.24,146.29,465000.0
2017-09-30,148.39,150.14,145.24,149.09,349000.0
2017-10-02,150.49,160.64,147.34,155.04,1321000.0
2017-10-03,155.74,156.79,150.84,151.89,459000.0
2017-10-05,152.24,157.49,152.24,155.04,586000.0
2017-10-06,156.79,159.94,150.49,150.49,604000.0
2017-10-11,150.84,151.89,147.34,147.34,182000.0
2017-10-12,148.04,151.19,147.69,150.14,228000.0
2017-10-13,149.79,149.79,144.54,145.94,480000.0
2017-10-16,144.89,144.89,142.44,143.49,234000.0
2017-10-17,144.89,146.29,141.74,141.74,386000.0
2017-10-18,143.49,144.89,140.34,140.34,282000.0
2017-10-19,141.04,144.19,141.04,143.14,123000.0
2017-10-20,143.14,144.89,141.39,144.54,155000.0
2017-10-23,145.59,145.59,142.79,142.79,119000.0
2017-10-24,142.09,146.64,141.04,141.39,262000.0
2017-10-25,142.09,144.89,142.09,144.19,323000.0
2017-10-26,142.79,148.39,142.79,146.99,342000.0
2017-10-27,146.64,148.39,144.54,144.89,259000.0
