stockId,mark
1229,O
2006,O
2105,O
2207,O
2313,O
2327,O
2383,O
2395,O
2408,O
2441,O
2474,O
2610,O
2618,O
2881,O
2892,O
3042,O
3044,O
3189,O
3532,O
3533,O
3653,O
3714,O
4736,O
4919,O
5269,O
5289,O
5522,O
6125,O
6409,O
6592,O
8081,O
9904,O
9914,O
9917,O
9941,O
