Date,Open,High,Low,Close,Volume
2016-12-22,101.06,103.41,98.24,101.06,513000.0
2016-12-23,101.06,102.0,98.71,99.18,157000.0
2016-12-26,99.65,102.47,98.95,102.47,235000.0
2016-12-27,102.24,102.47,99.89,100.83,143000.0
2016-12-28,101.3,101.3,98.71,99.18,180000.0
2016-12-29,99.18,107.17,99.18,103.41,401000.0
2016-12-30,102.47,102.47,100.12,101.06,175000.0
2017-01-03,100.83,101.77,100.36,101.77,82000.0
2017-01-04,101.77,102.71,101.06,102.0,76000.0
2017-01-05,102.0,105.76,102.0,105.29,249000.0
2017-01-06,105.29,106.23,104.12,105.29,113000.0
2017-01-09,105.76,114.22,105.76,110.46,495000.0
2017-01-10,110.46,111.4,108.35,109.76,156000.0
2017-01-11,113.99,114.69,110.7,110.7,324000.0
2017-01-12,110.7,111.4,109.52,109.76,81000.0
2017-01-13,108.82,109.52,105.53,106.7,193000.0
2017-01-16,105.76,107.17,104.82,106.23,59000.0
2017-01-17,106.47,106.47,103.65,104.12,116000.0
2017-01-18,104.12,106.47,104.12,105.53,167000.0
2017-01-19,105.53,105.76,104.12,104.82,103000.0
2017-01-20,104.35,105.29,104.12,105.06,37000.0
2017-01-23,105.29,107.41,104.59,106.23,321000.0
2017-01-24,106.23,106.23,104.59,104.82,67000.0
2017-02-02,104.82,104.82,101.06,102.24,61000.0
2017-02-03,102.24,104.35,101.77,103.41,44000.0
2017-02-06,103.65,105.29,103.65,103.88,48000.0
2017-02-07,103.88,105.29,102.71,105.29,63000.0
2017-02-08,105.29,105.29,104.12,104.59,31000.0
2017-02-09,103.88,104.59,102.94,104.59,64000.0
2017-02-10,103.65,105.76,103.41,103.41,61000.0
2017-02-13,104.35,104.35,103.41,104.35,24000.0
2017-02-14,103.65,104.12,101.06,101.06,106000.0
2017-02-15,102.0,103.65,102.0,103.41,64000.0
2017-02-16,104.82,112.58,104.82,109.76,396000.0
2017-02-17,109.76,109.76,107.17,108.11,132000.0
2017-02-18,109.05,111.4,108.11,109.52,110000.0
2017-02-20,109.52,111.4,109.05,110.23,133000.0
2017-02-21,111.17,111.4,108.11,109.76,104000.0
2017-02-22,112.34,113.75,109.05,109.99,269000.0
2017-02-23,109.76,110.7,108.58,109.05,107000.0
2017-02-24,109.05,109.05,108.11,108.11,51000.0
2017-03-01,108.58,108.58,105.76,105.76,50000.0
2017-03-02,106.47,108.11,105.76,106.23,70000.0
2017-03-03,107.41,108.58,107.17,107.17,63000.0
2017-03-06,106.7,108.58,106.7,108.58,30000.0
2017-03-07,108.58,109.52,108.11,108.11,38000.0
2017-03-08,107.88,107.88,107.41,107.64,27000.0
2017-03-09,107.41,108.82,107.41,108.11,21000.0
2017-03-10,109.52,109.99,108.11,109.52,51000.0
2017-03-13,110.7,120.34,110.7,117.05,697000.0
2017-03-14,116.11,117.99,114.22,114.46,286000.0
