stockId,stockName,type,date,price,rfPrice,rfPercent,parValue,equityMillion,circulationTenThousand,totalPrice,buildYear,onYear,股票期貨,選擇權,權證,公司債,私募股,特別股,產業別,董事長,總經理
1474,弘裕,市,10/02,11.4,-0.05,-0.44,10.0,13.0,12.99,14.8,53.1,24.3,nan,nan,nan,有,nan,nan,紡織纖維,葉明洲,郭正沛
1540,喬福,市,10/02,17.3,0.05,0.29,10.0,8.55,8.55,14.8,39.2,24.5,nan,nan,nan,nan,nan,nan,電機機械,林聖明,林聖明
3535,晶彩科,市,10/02,18.7,0.3,1.63,10.0,7.91,7.91,14.8,23.6,15.7,nan,nan,nan,nan,nan,nan,光電業,陳永華,陳永華
2904,匯僑,市,10/02,18.95,0.15,0.8,10.0,7.78,7.78,14.7,45.0,40.7,nan,nan,nan,nan,nan,nan,其他業,廖述群,葉唐榮
1453,大將,市,10/02,13.8,0.05,0.36,10.0,10.7,10.67,14.7,45.5,30.5,nan,nan,nan,nan,nan,nan,建材營造業,葉義雄,葉義雄
5484,慧友,市,10/02,22.0,0.55,2.56,10.0,6.68,6.68,14.7,28.2,22.6,nan,nan,nan,nan,nan,nan,光電業,莊永順,莊永順
4956,光鋐,市,10/02,14.5,0.0,0.0,10.0,10.0,10.04,14.6,17.3,11.9,nan,nan,nan,nan,nan,nan,光電業,許明森,許明森
00643,群益深証中小,市,10/02,12.84,0.07,0.55,,,10.76,13.8,7.9,7.84,有,有,nan,nan,nan,nan,nan,賴政昇,陳明輝
2939,凱羿-KY,市,10/02,30.3,-0.05,-0.16,10.0,4.55,4.55,13.8,8.4,5.73,nan,nan,nan,nan,nan,nan,貿易百貨業,蔡謀賦,紀喬兒
3002,歐格,市,10/02,13.35,0.05,0.38,10.0,10.2,10.2,13.6,40.2,21.7,nan,nan,nan,nan,nan,nan,電腦及週邊設備業,李廣浩,李廣浩
2438,翔耀,市,10/02,22.5,-0.6,-2.6,10.0,6.02,6.02,13.5,41.7,26.8,nan,nan,nan,nan,有,nan,光電業,林以山,元永騰
1522A,堤維西甲特,市,10/02,45.05,0.0,0.0,,,3.0,13.5,,2.15,nan,nan,nan,nan,nan,nan,汽車工業,nan,nan
1418,東華,市,10/02,23.7,0.15,0.64,10.0,5.68,5.68,13.5,53.6,46.6,nan,nan,nan,nan,有,nan,紡織纖維,林壯儒,林壯燁
1465,偉全,市,10/02,13.0,0.0,0.0,10.0,10.4,10.36,13.5,50.8,26.1,nan,nan,nan,nan,nan,nan,紡織纖維,陳建柱,陳建柱
3550,聯穎,市,10/02,15.3,0.05,0.33,10.0,8.76,8.76,13.4,36.4,12.9,nan,nan,nan,nan,nan,nan,電子零組件業,何鈞銜,廖文宏
4562,穎漢,市,10/02,15.2,0.05,0.33,10.0,8.75,8.75,13.3,15.7,6.12,nan,nan,nan,nan,nan,nan,電機機械,胡炳昆,胡峻嘉
4943,康控-KY,市,10/02,15.3,0.3,2.0,10.0,8.68,8.68,13.3,14.1,6.89,nan,nan,nan,nan,有,nan,電子零組件業,呂朝勝,李國基
2911,麗嬰房,市,10/02,6.73,-0.05,-0.74,10.0,19.5,19.47,13.1,50.3,26.7,nan,nan,nan,nan,有,nan,貿易百貨業,林柏蒼,陳仁沛
2929,淘帝-KY,市,10/02,11.9,0.1,0.85,10.0,10.9,10.95,13.0,11.0,9.76,nan,nan,nan,nan,nan,nan,貿易百貨業,連之騏,周志鴻
1449,佳和,市,10/02,16.05,-0.1,-0.62,10.0,8.09,8.09,13.0,50.8,31.4,nan,nan,nan,nan,有,nan,紡織纖維,翁偉翔,吳建東
00676R,富邦臺灣加權反1,市,10/02,3.02,-0.04,-1.31,,,42.2,12.7,7.0,6.99,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
9103,美德醫療-DR,市,10/02,6.19,-0.04,-0.64,0.05,8.27,20.55,12.7,25.9,20.8,nan,nan,nan,nan,nan,nan,nan,楊克誠,楊威遠
2444,兆勁,市,10/02,12.45,0.1,0.81,10.0,10.2,10.16,12.6,28.3,22.8,nan,nan,nan,有,有,nan,通信網路業,紀政孝,紀政孝
6431,光麗-KY,市,10/02,18.4,0.0,0.0,10.0,6.86,6.86,12.6,11.2,8.83,nan,nan,nan,nan,有,有,生技醫療業,BRIGHTNESS CO. LTD. 代表人：陳寬聰,張清璉
2434,統懋,市,10/02,34.05,-0.75,-2.16,10.0,3.7,3.7,12.6,36.6,23.1,nan,nan,nan,nan,有,nan,半導體業,翁淑貞,唐永渝
00916,國泰全球品牌50,市,10/02,17.98,0.14,0.78,,,6.94,12.5,1.0,1.02,nan,nan,nan,nan,nan,nan,nan,張錫,張雍川
8112A,至上甲特,市,10/02,41.1,0.0,0.0,,,3.0,12.3,,1.58,nan,nan,nan,nan,nan,nan,電子通路業,nan,nan
2431,聯昌,市,10/02,11.1,-0.1,-0.89,10.0,11.1,11.09,12.3,54.8,26.7,nan,nan,nan,nan,nan,nan,電子零組件業,連昭志,林春連
1466,聚隆,市,10/02,11.05,-0.05,-0.45,10.0,11.1,11.12,12.3,35.2,25.5,nan,nan,nan,有,nan,nan,紡織纖維,周文東,周文東
00762,元大全球AI,市,10/02,45.34,1.01,2.28,,,2.67,12.1,4.7,4.69,nan,nan,nan,nan,nan,nan,nan,劉宗聖,陳沛宇
00648R,元大S&P500反1,市,10/02,6.89,-0.04,-0.58,,,17.52,12.1,7.8,7.8,nan,nan,有,nan,nan,nan,nan,劉宗聖,陳沛宇
00652,富邦印度,市,10/02,33.26,-0.01,-0.03,,,3.6,12.0,7.5,7.51,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
00738U,期元大道瓊白銀,市,10/02,21.07,-0.69,-3.17,,,5.63,11.9,5.4,5.34,nan,nan,有,nan,nan,nan,nan,劉宗聖,陳沛宇
2033,佳大,市,10/02,14.7,-0.15,-1.01,10.0,8.07,8.07,11.9,50.4,23.1,nan,nan,nan,nan,nan,nan,鋼鐵工業,吳大和,陳正平
2491,吉祥全,市,10/02,14.4,0.0,0.0,10.0,8.2,8.2,11.8,28.5,23.6,nan,nan,nan,nan,nan,nan,光電業,陳碧華,陳碧華
1512,瑞利,市,10/02,11.95,0.1,0.84,10.0,9.82,9.82,11.7,53.3,29.7,nan,nan,nan,nan,有,nan,汽車工業,吳明燦,林維輝
6573,虹揚-KY,市,10/02,14.5,0.1,0.69,10.0,8.05,8.05,11.7,13.8,6.02,nan,nan,nan,nan,nan,nan,半導體業,高桂珍,高桂珍
8488,吉源-KY,市,10/02,17.25,0.45,2.68,10.0,6.75,6.75,11.6,9.5,6.8,nan,nan,nan,nan,nan,nan,其他業,林漢清,陳金龍
0051,元大中型100,市,10/02,70.5,0.7,1.0,,,1.65,11.6,17.1,17.1,nan,nan,nan,nan,nan,nan,nan,劉宗聖,陳沛宇
6226,光鼎,市,10/02,9.95,-0.04,-0.4,10.0,11.7,11.66,11.6,36.0,20.7,nan,nan,nan,有,nan,nan,光電業,馬景鵬,馬景鵬
3321,同泰,市,10/02,17.2,0.7,4.24,10.0,6.72,6.72,11.6,32.9,7.8,nan,nan,nan,nan,nan,nan,電子零組件業,曾子章,曾山一
9902,台火,市,10/02,11.65,-0.1,-0.85,10.0,9.8,9.8,11.4,73.7,59.2,nan,nan,nan,nan,nan,nan,其他業,李泰祺,吳復興
6164,華興,市,10/02,11.25,0.15,1.35,10.0,10.0,10.0,11.3,46.1,21.5,nan,nan,nan,有,nan,nan,光電業,劉守雄,何曜宏
3593,力銘,市,10/02,12.05,0.05,0.42,10.0,9.3,9.3,11.2,19.8,14.6,nan,nan,nan,nan,有,nan,電子零組件業,尤惠法,尤惠法
00661,元大日經225,市,10/02,40.83,0.09,0.22,,,2.74,11.2,7.3,7.3,nan,nan,nan,nan,nan,nan,nan,劉宗聖,陳沛宇
8201,無敵,市,10/02,17.35,1.55,9.81,10.0,6.24,6.24,10.8,34.6,15.9,nan,nan,nan,nan,nan,nan,其他電子業,楊人捷,李圍正
1732,毛寶,市,10/02,25.4,1.0,4.1,10.0,4.24,4.24,10.8,44.8,23.9,nan,nan,nan,nan,nan,nan,化學工業,吳瑞華,陳逸弘
3057,喬鼎,市,10/02,11.6,0.0,0.0,10.0,9.27,9.27,10.8,32.6,20.8,nan,nan,nan,有,有,nan,電腦及週邊設備業,李志恩,李志恩
1413,宏洲,市,10/02,8.13,0.03,0.37,10.0,13.2,13.21,10.7,55.2,47.8,nan,nan,nan,nan,有,nan,紡織纖維,詹正田,詹正田
00690,兆豐藍籌30,市,10/02,27.17,0.19,0.7,,,3.93,10.7,6.5,6.51,nan,nan,nan,nan,nan,nan,nan,陳佩君,nan
00731,復華富時高息低波,市,10/02,66.6,0.9,1.37,,,1.56,10.4,5.5,5.45,nan,nan,nan,nan,nan,nan,nan,杜俊雄,張偉智
1324,地球,市,10/02,13.75,-0.35,-2.48,10.0,7.51,7.51,10.3,58.8,25.8,nan,nan,nan,nan,nan,nan,塑膠工業,鈞鼎投資股份有限公司(代表人張德照),黃林慶
2496,卓越,市,10/02,53.9,-0.2,-0.37,10.0,1.91,1.91,10.3,32.3,21.6,nan,nan,nan,有,nan,nan,其他業,曾淑鈴,曾淑鈴
9136,巨騰-DR,市,10/02,6.39,0.1,1.59,0.1,4.41,16.0,10.2,19.2,14.4,nan,nan,nan,nan,nan,nan,nan,鄭立育,nan
00708L,期元大S&P黃金正2,市,10/02,23.14,-0.88,-3.66,,,4.41,10.2,6.1,6.09,nan,nan,有,nan,nan,nan,nan,劉宗聖,陳沛宇
2348A,海悅甲特,市,10/02,33.95,0.0,0.0,,,3.0,10.2,,2.02,nan,nan,nan,nan,nan,nan,其他業,nan,nan
3686,達能,市,10/02,13.25,0.05,0.38,10.0,7.65,7.65,10.1,15.9,13.2,nan,nan,nan,nan,nan,nan,半導體業,方震銘,方震銘
2243,宏旭-KY,市,10/02,14.45,-0.7,-4.62,10.0,6.94,6.94,10.0,8.5,6.02,nan,nan,nan,有,nan,nan,汽車工業,林維源,林維源
3494,誠研,市,10/02,6.7,-0.1,-1.47,10.0,14.4,14.4,9.65,22.6,15.8,nan,nan,nan,有,有,nan,電腦及週邊設備業,光風投資有限公司代表人：黃茯,黃冠智
00635U,期元大S&P黃金,市,10/02,22.8,-0.39,-1.68,,,4.1,9.35,8.5,8.47,nan,nan,有,nan,nan,nan,nan,劉宗聖,陳沛宇
3229,晟鈦,市,10/02,14.35,-0.05,-0.35,10.0,6.43,6.43,9.22,36.2,18.5,nan,nan,nan,nan,有,nan,電子零組件業,莊明理,劉文禎
2429,銘旺科,市,10/02,19.95,1.8,9.92,10.0,4.37,4.37,8.73,44.8,24.5,nan,nan,nan,nan,有,nan,光電業,周維昆,周維昆
1441,大東,市,10/02,13.65,-0.25,-1.8,10.0,6.33,6.33,8.64,65.6,33.9,nan,nan,nan,nan,有,nan,紡織纖維,陳修忠,陳建州
1538,正峰,市,10/02,11.2,0.0,0.0,10.0,7.58,7.58,8.49,47.4,24.7,nan,nan,nan,nan,有,nan,電機機械,陳碩璨,陳碩璨
2836A,高雄銀甲特,市,10/02,20.9,-0.1,-0.48,,,4.0,8.36,,2.71,nan,nan,nan,nan,nan,nan,銀行業,nan,nan
00683L,期元大美元指正2,市,10/02,23.17,-0.17,-0.73,,,3.59,8.33,6.6,6.56,nan,nan,有,nan,nan,nan,nan,劉宗聖,陳沛宇
00875,國泰網路資安,市,10/02,28.32,0.29,1.03,,,2.9,8.21,3.5,3.51,nan,nan,nan,nan,nan,nan,nan,張錫,張雍川
00912,中信臺灣智慧50,市,10/02,14.81,0.21,1.44,,,5.43,8.03,1.3,1.26,nan,nan,nan,nan,nan,nan,nan,陳國世,陳正華(代理)
006207,復華滬深,市,10/02,23.59,0.13,0.55,,,3.39,8.0,11.3,11.3,nan,nan,nan,nan,nan,nan,nan,杜俊雄,張偉智
00737,國泰AI+Robo,市,10/02,28.76,0.37,1.3,,,2.75,7.92,5.3,5.31,nan,nan,nan,nan,nan,nan,nan,張錫,張雍川
8443,阿瘦,市,10/02,11.6,0.0,0.0,10.0,6.68,6.68,7.75,20.1,9.05,nan,nan,nan,nan,nan,nan,貿易百貨業,羅榮岳,郭欣怡
00739,元大MSCI A股,市,10/02,21.63,0.11,0.51,,,3.55,7.68,5.3,5.27,nan,nan,nan,nan,nan,nan,nan,劉宗聖,陳沛宇
3432,台端,市,10/02,11.5,0.1,0.88,10.0,6.66,6.66,7.66,35.4,12.8,nan,nan,nan,nan,nan,nan,電子零組件業,林樂堯,林樂賢
00714,群益道瓊美國地產,市,10/02,17.75,0.1,0.57,,,4.26,7.56,6.0,5.93,nan,nan,nan,nan,nan,nan,nan,賴政昇,陳明輝
006203,元大MSCI台灣,市,10/02,60.5,0.85,1.42,,,1.22,7.39,12.5,12.4,nan,nan,nan,nan,nan,nan,nan,劉宗聖,陳沛宇
00657,國泰日經225,市,10/02,37.73,0.04,0.11,,,1.84,6.94,7.4,7.4,nan,nan,nan,nan,nan,nan,nan,張錫,張雍川
1516,川飛,市,10/02,16.95,-0.05,-0.29,10.0,3.88,3.88,6.58,37.6,28.5,nan,nan,nan,nan,nan,nan,其他業,謝縈俞,涂椽義
00640L,富邦日本正2,市,10/02,41.31,-0.67,-1.6,,,1.59,6.58,8.1,8.06,nan,nan,有,nan,nan,nan,nan,史綱,林欣怡
00653L,富邦印度正2,市,10/02,48.74,-0.26,-0.53,,,1.34,6.53,7.5,7.51,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
4807,日成-KY,市,10/02,16.75,-0.05,-0.3,10.0,3.84,3.84,6.43,9.0,6.27,nan,nan,nan,有,nan,nan,貿易百貨業,帕查拉蓬 拍奔順通(Phacharapon ),林如茵
00674R,期元大S&P黃金反1,市,10/02,13.18,0.23,1.78,,,4.76,6.27,7.0,6.99,nan,nan,有,nan,nan,nan,nan,劉宗聖,陳沛宇
3018,隆銘綠能,市,10/02,7.96,0.0,0.0,10.0,7.81,7.81,6.22,27.7,22.9,nan,nan,nan,有,有,nan,其他電子業,許鑒隆,呂金晃
00908,富邦入息REITs+,市,10/02,11.82,0.02,0.17,,,5.19,6.14,1.4,1.37,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
9912,偉聯,市,10/02,10.2,0.1,0.99,10.0,5.52,5.52,5.63,45.4,31.2,nan,nan,nan,nan,nan,nan,電腦及週邊設備業,皮華中,趙欣媛
2321,東訊,市,10/02,17.85,-0.1,-0.56,10.0,3.03,3.03,5.4,43.0,31.9,nan,nan,nan,nan,nan,有,通信網路業,劉兆凱,田瑛睿
1312A,國喬特,市,10/02,26.1,-0.05,-0.19,,,2.0,5.22,,34.8,nan,nan,nan,nan,nan,nan,塑膠工業,nan,nan
00926,凱基全球菁英55,市,10/02,15.99,0.16,1.01,,,3.1,4.95,0.4,0.34,nan,nan,nan,nan,nan,nan,nan,丁紹曾,張慈恩
00917,中信特選金融,市,10/02,15.7,0.11,0.71,,,3.1,4.86,1.1,1.1,nan,nan,nan,nan,nan,nan,nan,陳國世,陳正華(代理)
910322,康師傅-DR,市,10/02,22.25,-0.05,-0.22,0.0,9.17,2.0,4.45,29.7,13.8,nan,nan,nan,nan,nan,nan,nan,魏宏名,魏宏名
00647L,元大S&P500正2,市,10/02,59.85,0.85,1.44,,,0.74,4.44,7.8,7.8,nan,nan,有,nan,nan,nan,nan,劉宗聖,陳沛宇
00865B,國泰US短期公債,市,10/02,43.78,0.0,0.0,,,0.97,4.27,3.9,3.86,nan,nan,nan,nan,nan,nan,nan,張錫,張雍川
9110,越南控-DR,市,10/02,7.69,-0.08,-1.03,0.01,0.38,5.45,4.19,18.3,13.8,nan,nan,nan,nan,nan,nan,nan,劉武雄,吳睿蕎
00770,國泰北美科技,市,10/02,35.44,0.66,1.9,,,1.15,4.06,4.7,4.68,nan,nan,nan,nan,nan,nan,nan,張錫,張雍川
00899,FT潔淨能源,市,10/02,18.61,-0.11,-0.59,,,2.16,4.03,1.7,1.7,nan,nan,nan,nan,nan,nan,nan,黃書明,王亞立
00638R,元大滬深300反1,市,10/02,9.85,-0.03,-0.3,,,3.99,3.93,8.4,8.38,nan,nan,有,nan,nan,nan,nan,劉宗聖,陳沛宇
1213,大飲,市,10/02,6.8,0.2,3.03,10.0,5.66,5.66,3.85,58.2,42.5,nan,nan,nan,nan,nan,nan,食品工業,蘇芸樂,于忠敏
00641R,富邦日本反1,市,10/02,7.79,0.04,0.52,,,4.53,3.53,8.1,8.06,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
0053,元大電子,市,10/02,67.3,1.2,1.82,,,0.5,3.36,16.3,16.2,nan,nan,nan,nan,nan,nan,nan,劉宗聖,陳沛宇
00771,元大US高息特別股,市,10/02,16.38,0.03,0.18,,,2.02,3.31,4.4,4.38,nan,nan,nan,nan,nan,nan,nan,劉宗聖,陳沛宇
8101,華冠,市,10/02,4.5,0.0,0.0,10.0,7.28,7.28,3.28,24.1,19.3,nan,nan,nan,nan,有,nan,通信網路業,李森田,周照程
912000,晨訊科-DR,市,10/02,2.69,0.24,9.8,0.1,10.6,11.39,3.06,18.9,12.4,nan,nan,nan,nan,nan,nan,nan,王祖同,劉軍
00709,富邦歐洲,市,10/02,25.06,0.15,0.6,,,1.2,3.0,6.2,6.13,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
00693U,期街口S&P黃豆,市,10/02,26.66,-0.74,-2.7,,,1.12,2.98,6.5,6.44,nan,nan,有,nan,nan,nan,nan,高武忠,王皓正
00634R,富邦上証反1,市,10/02,4.62,-0.02,-0.43,,,6.38,2.95,9.9,8.86,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
00851,台新全球AI,市,10/02,32.62,0.49,1.53,,,0.9,2.94,4.2,4.14,nan,nan,nan,nan,nan,nan,nan,吳光雄,葉柱均
00685L,群益臺灣加權正2,市,10/02,47.17,1.1,2.39,,,0.61,2.9,6.5,6.51,nan,nan,有,nan,nan,nan,nan,賴政昇,陳明輝
00763U,期街口道瓊銅,市,10/02,23.48,0.59,2.58,,,1.21,2.83,4.8,4.79,nan,nan,有,nan,nan,nan,nan,高武忠,王皓正
00852L,國泰美國道瓊正2,市,10/02,18.95,0.07,0.37,,,1.44,2.72,4.1,4.12,nan,nan,有,nan,nan,nan,nan,張錫,張雍川
6225,天瀚,市,10/02,9.77,0.0,0.0,10.0,2.78,2.78,2.72,25.9,20.7,nan,nan,nan,nan,有,nan,光電業,鄭又晉,葉綾蓮
00700,富邦恒生國企,市,10/02,12.33,0.12,0.98,,,2.1,2.59,6.2,6.18,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
00660,元大歐洲50,市,10/02,30.5,0.32,1.06,,,0.8,2.45,7.3,7.3,nan,nan,nan,nan,nan,nan,nan,劉宗聖,陳沛宇
00668,國泰美國道瓊,市,10/02,39.35,0.06,0.15,,,0.6,2.34,7.0,6.96,nan,nan,有,nan,nan,nan,nan,張錫,張雍川
00681R,元大美債20反1,市,10/02,21.61,0.14,0.65,,,1.06,2.29,6.7,6.71,nan,nan,有,nan,nan,nan,nan,劉宗聖,陳沛宇
00663L,國泰臺灣加權正2,市,10/02,121.45,2.95,2.49,,,0.18,2.2,7.3,7.22,nan,nan,有,nan,nan,nan,nan,張錫,張雍川
00651R,復華香港反1,市,10/02,9.19,-0.15,-1.61,,,2.37,2.18,7.7,7.68,nan,nan,有,nan,nan,nan,nan,杜俊雄,張偉智
00678,群益那斯達克生技,市,10/02,25.52,-0.13,-0.51,,,0.84,2.16,6.7,6.71,nan,nan,nan,nan,nan,nan,nan,賴政昇,陳明輝
00920,富邦ESG綠色電力,市,10/02,14.23,0.08,0.57,,,1.43,2.03,1.0,0.95,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
00654R,富邦印度反1,市,10/02,7.52,-0.04,-0.53,,,2.65,1.99,7.5,7.51,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
00682U,期元大美元指數,市,10/02,21.3,-0.1,-0.47,,,0.91,1.95,6.6,6.56,nan,nan,有,nan,nan,nan,nan,劉宗聖,陳沛宇
00909,國泰數位支付服務,市,10/02,17.08,0.27,1.61,,,1.12,1.91,1.3,1.22,nan,nan,nan,nan,nan,nan,nan,張錫,張雍川
910861,神州-DR,市,10/02,5.43,0.25,4.83,0.1,6.45,3.51,1.9,22.7,12.9,nan,nan,nan,nan,nan,nan,nan,郭為,郭為
00689R,國泰20年美債反1,市,10/02,22.42,0.05,0.22,,,0.84,1.88,6.5,6.47,nan,nan,nan,nan,nan,nan,nan,張錫,張雍川
00913,兆豐台灣晶圓製造,市,10/02,15.78,0.23,1.48,,,1.18,1.86,1.2,1.15,nan,nan,nan,nan,nan,nan,nan,陳佩君,黃大川
00783,富邦中証500,市,10/02,19.48,0.16,0.83,,,0.95,1.86,4.5,4.52,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
00735,國泰臺韓科技,市,10/02,28.07,0.29,1.04,,,0.63,1.77,5.3,5.31,nan,nan,nan,nan,nan,nan,nan,張錫,張雍川
00703,台新MSCI中國,市,10/02,15.18,0.31,2.08,,,1.16,1.75,6.2,6.15,nan,nan,nan,nan,nan,nan,nan,吳光雄,葉柱均
00707R,期元大S&P日圓反1,市,10/02,27.67,0.01,0.04,,,0.59,1.62,6.1,6.09,nan,nan,nan,nan,nan,nan,nan,劉宗聖,陳沛宇
911868,同方友友-DR,市,10/02,1.14,0.01,0.88,0.1,3.56,14.0,1.6,17.0,13.8,nan,nan,nan,nan,nan,nan,nan,高志,高志
911622,泰聚亨-DR,市,10/02,5.24,0.02,0.38,7.5,37.1,3.0,1.57,27.1,12.0,nan,nan,nan,nan,nan,nan,nan,黃文松,黃炳綸
00925,新光標普電動車,市,10/02,17.45,0.25,1.45,,,0.88,1.53,0.5,0.46,nan,nan,nan,nan,nan,nan,nan,劉坤錫,陳文雄
00656R,國泰中國A50反1,市,10/02,8.73,-0.07,-0.8,,,1.69,1.47,7.6,7.54,nan,nan,nan,nan,nan,nan,nan,張錫,張雍川
00686R,群益臺灣加權反1,市,10/02,3.25,-0.05,-1.52,,,4.53,1.47,6.5,6.51,nan,nan,nan,nan,nan,nan,nan,賴政昇,陳明輝
0057,富邦摩台,市,10/02,91.65,1.55,1.72,,,0.15,1.4,15.6,15.6,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
00736,國泰新興市場,市,10/02,19.89,-0.01,-0.05,,,0.67,1.34,5.3,5.31,nan,nan,nan,nan,nan,nan,nan,張錫,張雍川
006204,永豐臺灣加權,市,10/02,86.7,1.2,1.4,,,0.15,1.3,12.1,12.0,nan,nan,nan,nan,nan,nan,nan,陳思寬,濮樂偉
00911,兆豐洲際半導體,市,10/02,20.25,0.48,2.43,,,0.64,1.3,1.3,1.27,nan,nan,nan,nan,nan,nan,nan,陳佩君,黃大川
00666R,富邦恒生國企反1,市,10/02,15.78,-0.21,-1.31,,,0.81,1.28,7.2,7.16,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
00702,國泰標普低波高息,市,10/02,20.52,0.06,0.29,,,0.62,1.27,6.2,6.13,nan,nan,nan,nan,nan,nan,nan,張錫,張雍川
00684R,期元大美元指反1,市,10/02,15.4,0.05,0.33,,,0.77,1.18,6.6,6.56,nan,nan,nan,nan,nan,nan,nan,劉宗聖,陳沛宇
00910,第一金太空衛星,市,10/02,15.65,0.23,1.49,,,0.74,1.16,1.2,1.21,nan,nan,nan,nan,nan,nan,nan,尤昭文,廖文偉
911608,明輝-DR,市,10/02,3.02,0.0,0.0,,5.27,3.42,1.03,19.4,13.0,nan,nan,nan,nan,nan,nan,nan,林翔寬,-
00625K,富邦上証+R,市,10/02,6.93,0.0,0.0,,,0.04,0.03,7.2,7.15,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
00636K,國泰中國A50+U,市,10/02,6.49,0.06,0.93,,,0.01,0.0,5.9,5.94,nan,nan,nan,nan,nan,nan,nan,張錫,張雍川
00643K,群益深証中小+R,市,10/02,2.92,0.0,0.0,,,0.01,0.0,7.9,7.1,nan,nan,nan,nan,nan,nan,nan,賴政昇,陳明輝
00657K,國泰日經225+U,市,10/02,11.76,0.12,1.03,,,0.0,0.0,5.9,5.94,nan,nan,nan,nan,nan,nan,nan,張錫,張雍川
00668K,國泰美國道瓊+U,市,10/02,12.21,0.06,0.49,,,0.0,0.0,5.9,5.94,nan,nan,nan,nan,nan,nan,nan,張錫,張雍川
01001T,土銀富邦R1,市,10/02,14.99,0.04,0.27,,,,,,18.6,nan,nan,nan,nan,nan,nan,nan,nan,nan
01002T,土銀國泰R1,市,10/02,17.71,-0.14,-0.78,,,,,,18.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
01003T,兆豐新光R1,市,10/02,21.5,-0.28,-1.29,,,,,,17.8,nan,nan,nan,nan,nan,nan,nan,nan,nan
01004T,土銀富邦R2,市,10/02,13.69,0.0,0.0,,,,,,17.5,nan,nan,nan,nan,nan,nan,nan,nan,nan
01007T,兆豐國泰R2,市,10/02,17.2,0.0,0.0,,,,,,17.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
01009T,王道圓滿R1,市,10/02,8.07,-0.01,-0.12,,,,,,5.29,nan,nan,nan,nan,nan,nan,nan,nan,nan
01010T,京城樂富R1,市,10/02,10.0,-0.01,-0.1,,,,,,4.83,nan,nan,nan,nan,nan,nan,nan,nan,nan
020000,富邦特選蘋果N,市,10/02,9.37,0.0,0.0,,,,,4.5,4.43,nan,nan,nan,nan,nan,nan,nan,nan,nan
020002,元富新中國N,市,10/02,12.12,0.09,0.75,,,,,4.5,4.43,nan,nan,nan,nan,nan,nan,nan,nan,nan
020007,凱基臺灣500N,市,10/02,34.9,0.18,0.52,,,,,4.4,4.43,nan,nan,nan,nan,nan,nan,nan,nan,nan
020011,統一微波高息20N,市,10/02,8.19,0.0,0.0,,,,,3.8,3.83,nan,nan,nan,nan,nan,nan,nan,nan,nan
020012,富邦行動通訊N,市,10/02,9.24,0.05,0.54,,,,,3.8,3.79,nan,nan,nan,nan,nan,nan,nan,nan,nan
020015,統一MSCI美低波N,市,10/02,14.58,0.0,0.0,,,,,3.5,3.52,nan,nan,nan,nan,nan,nan,nan,nan,nan
020016,統一MSCI美科技N,市,10/02,19.94,0.0,0.0,,,,,3.5,3.52,nan,nan,nan,nan,nan,nan,nan,nan,nan
020018,統一價值成長30N,市,10/02,19.17,0.17,0.89,,,,,3.2,3.18,nan,nan,nan,nan,nan,nan,nan,nan,nan
020019,統一特選台灣5GN,市,10/02,13.78,0.23,1.7,,,,,3.2,3.18,nan,nan,nan,nan,nan,nan,nan,nan,nan
02001L,富邦蘋果正二N,市,10/02,18.31,1.03,5.96,,,,,3.5,3.46,nan,nan,nan,nan,nan,nan,nan,nan,nan
02001R,富邦蘋果反一N,市,10/02,1.95,-0.08,-3.94,,,,,3.5,3.46,nan,nan,nan,nan,nan,nan,nan,nan,nan
02001S,策元大加權策略N,市,10/02,5.49,0.0,0.0,,,,,0.8,0.83,nan,nan,nan,nan,nan,nan,nan,nan,nan
020020,元大台股領航N,市,10/02,8.06,0.14,1.77,,,,,2.9,2.92,nan,nan,nan,nan,nan,nan,nan,nan,nan
020022,元大電動車N,市,10/02,8.05,0.2,2.55,,,,,2.8,2.82,nan,nan,nan,nan,nan,nan,nan,nan,nan
020028,元大特選電動車N,市,10/02,7.76,0.19,2.51,,,,,2.0,2.02,nan,nan,nan,nan,nan,nan,nan,nan,nan
020029,元大ESG高股息N,市,10/02,6.27,0.09,1.46,,,,,1.9,1.92,nan,nan,nan,nan,nan,nan,nan,nan,nan
020030,統一智慧電動車N,市,10/02,4.72,0.11,2.39,,,,,1.9,1.85,nan,nan,nan,nan,nan,nan,nan,nan,nan
