stockId,stockName,type,date,price,rfPrice,rfPercent,parValue,equityMillion,circulationTenThousand,totalPrice,buildYear,onYear,股票期貨,選擇權,權證,公司債,私募股,特別股,產業別,董事長,總經理
00706L,期元大S&P日圓正2,市,10/02,7.37,-0.04,-0.54,,,40.61,29.9,6.1,6.09,nan,nan,有,nan,nan,nan,nan,劉宗聖,陳沛宇
1568,倉佑,市,10/02,28.95,0.2,0.7,10.0,10.3,10.31,29.8,38.7,9.39,nan,nan,nan,nan,nan,nan,汽車工業,蘇祈澤,蘇祈祜
2115,六暉-KY,市,10/02,30.0,0.0,0.0,10.0,9.94,9.94,29.8,14.0,9.77,nan,nan,nan,nan,nan,nan,汽車工業,許廉凱,許秀華
4155,訊映,市,10/02,25.9,0.1,0.39,10.0,11.5,11.51,29.8,19.0,5.83,nan,nan,nan,有,nan,nan,生技醫療業,賴家德,賴家德
3047,訊舟,市,10/02,14.05,0.15,1.08,10.0,21.2,21.15,29.7,37.3,22.5,nan,nan,nan,有,nan,nan,通信網路業,任冠生,任冠生
9935,慶豐富,市,10/02,17.4,0.2,1.16,10.0,17.0,16.96,29.5,46.6,24.7,nan,nan,nan,有,nan,nan,居家生活,許閔琁,許竣然
2364,倫飛,市,10/02,119.0,3.0,2.59,10.0,2.48,2.48,29.5,39.6,26.1,nan,nan,nan,nan,nan,有,電腦及週邊設備業,高育仁,高思復
3031,佰鴻,市,10/02,17.0,0.1,0.59,10.0,17.3,17.32,29.4,42.3,22.5,nan,nan,nan,nan,nan,nan,光電業,廖宗仁,廖宗仁
2302,麗正,市,10/02,17.7,0.2,1.14,10.0,16.6,16.63,29.4,47.7,38.7,nan,nan,nan,nan,nan,nan,半導體業,林怡岑,林怡岑
3518,柏騰,市,10/02,35.95,0.65,1.84,10.0,8.4,8.07,29.0,28.0,15.8,nan,nan,nan,nan,有,nan,其他電子業,陳在樸,王小龍
1530,亞崴,市,10/02,30.0,0.0,0.0,10.0,9.66,9.66,29.0,37.2,23.1,nan,nan,nan,nan,nan,nan,電機機械,楊德華,楊尚儒
4148,全宇生技-KY,市,10/02,45.2,-0.1,-0.22,10.0,6.4,6.4,28.9,13.5,6.32,nan,nan,nan,有,nan,nan,生技醫療業,彭士豪,彭士豪
1323,永裕,市,10/02,31.5,0.0,0.0,10.0,9.13,9.13,28.8,50.5,27.2,nan,nan,nan,nan,nan,nan,塑膠工業,王威程,王威程
00675L,富邦臺灣加權正2,市,10/02,53.1,1.3,2.51,,,5.38,28.6,7.0,6.99,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
2488,漢平,市,10/02,35.65,0.2,0.56,10.0,8.0,8.0,28.5,54.5,22.0,nan,nan,nan,nan,nan,nan,其他電子業,劉深鏗,劉深鏗
00688L,國泰20年美債正2,市,10/02,8.14,-0.06,-0.73,,,34.91,28.4,6.5,6.47,nan,nan,有,nan,nan,nan,nan,張錫,張雍川
00907,永豐優息存股,市,10/02,14.24,0.01,0.07,,,19.91,28.4,1.4,1.36,nan,nan,nan,nan,nan,nan,nan,陳思寬,濮樂偉
1521,大億,市,10/02,37.15,-0.45,-1.2,10.0,7.62,7.62,28.3,47.7,26.0,nan,nan,nan,nan,nan,nan,汽車工業,吳俊億,林煥庭
8011,台通,市,10/02,18.55,0.25,1.37,10.0,15.1,15.09,28.0,41.8,12.0,nan,nan,nan,nan,nan,nan,通信網路業,李慶煌,李慶煌
1445,大宇,市,10/02,21.4,0.1,0.47,10.0,13.1,13.07,28.0,54.1,32.7,nan,nan,nan,nan,nan,nan,紡織纖維,陳曜銘,楊任凱
4106,雃博,市,10/02,27.65,0.15,0.55,10.0,10.1,10.09,27.9,33.5,21.7,nan,nan,nan,有,nan,nan,生技醫療業,雅勝 代表人:李永川,李永川
3094,聯傑,市,10/02,33.5,0.5,1.52,10.0,8.31,8.31,27.8,27.1,16.2,nan,nan,nan,nan,nan,nan,半導體業,郝挺,陳念台
6426,統新,市,10/02,71.8,1.2,1.7,10.0,3.85,3.85,27.6,20.2,8.8,nan,nan,nan,nan,nan,nan,通信網路業,李英坤,藍宏利
2069,運錩,市,10/02,16.6,-0.05,-0.3,10.0,16.6,16.64,27.6,36.2,7.53,nan,nan,nan,有,nan,nan,鋼鐵工業,顏德和,顏德和
1463,強盛,市,10/02,15.75,0.15,0.96,10.0,17.3,17.33,27.3,40.0,26.8,nan,nan,nan,nan,nan,nan,紡織纖維,陳壬發,呂芳福
2483,百容,市,10/02,24.95,0.0,0.0,10.0,10.9,10.91,27.2,41.8,24.1,nan,nan,nan,nan,nan,nan,電子零組件業,廖本林,廖本林
1731,美吾華,市,10/02,20.4,-0.05,-0.24,10.0,13.3,13.29,27.1,47.0,22.0,nan,nan,nan,有,nan,nan,生技醫療業,李成家,賴育儒
2945,三商家購,市,10/02,40.0,0.0,0.0,10.0,6.75,6.75,27.0,10.7,1.84,nan,nan,nan,nan,nan,nan,貿易百貨業,陳翔玢,邱光隆
1467,南緯,市,10/02,11.55,0.05,0.43,10.0,23.4,23.36,27.0,45.1,24.8,nan,nan,nan,nan,有,nan,紡織纖維,林瑞岳,林宗頤
3311,閎暉,市,10/02,39.65,0.3,0.76,10.0,6.8,6.8,27.0,21.9,19.6,nan,nan,nan,nan,有,nan,通信網路業,焦佑衡,徐幼珍
1733,五鼎,市,10/02,26.85,-0.05,-0.19,10.0,10.0,10.0,26.8,25.8,22.0,nan,nan,nan,nan,nan,nan,生技醫療業,沈燕士,沈燕士
1438,三地開發,市,10/02,29.4,0.25,0.86,10.0,9.12,9.12,26.8,68.0,34.8,nan,nan,nan,nan,有,nan,建材營造業,鍾育霖,莊峻宇
6606,建德工業,市,10/02,24.25,0.0,0.0,10.0,11.0,11.03,26.7,57.6,0.53,nan,nan,nan,nan,nan,nan,電機機械,李金旆,黃盈璇
6216,居易,市,10/02,29.05,0.15,0.52,10.0,9.19,9.19,26.7,26.0,20.7,nan,nan,nan,有,nan,nan,通信網路業,簡俊賢,馬鴻方
3052,夆典,市,10/02,11.5,-0.05,-0.43,10.0,23.1,23.07,26.5,47.1,27.9,nan,nan,nan,nan,nan,nan,建材營造業,郭國華,郭國華
8104,錸寶,市,10/02,35.5,0.15,0.42,10.0,7.47,7.47,26.5,23.6,4.71,nan,nan,nan,有,nan,nan,光電業,葉垂景,陳康
8466,美吉吉-KY,市,10/02,40.0,0.2,0.5,10.0,6.61,6.61,26.4,13.0,6.92,nan,nan,nan,有,nan,nan,其他業,陳本源,王傳漢
3060,銘異,市,10/02,19.15,0.0,0.0,10.0,13.8,13.76,26.3,44.0,20.5,nan,nan,nan,nan,nan,nan,電腦及週邊設備業,謝錦興,謝錦興
4999,鑫禾,市,10/02,35.1,0.05,0.14,10.0,7.44,7.44,26.1,21.7,10.3,nan,nan,nan,nan,nan,nan,電子零組件業,蘇丁鴻,蘇丁鴻
5906,台南-KY,市,10/02,78.0,0.0,0.0,10.0,3.34,3.34,26.0,24.6,11.9,nan,nan,nan,nan,nan,nan,貿易百貨業,楊青峯,陳慧姝
2415,錩新,市,10/02,28.75,-0.15,-0.52,10.0,9.0,9.0,25.9,51.6,25.7,nan,nan,nan,nan,nan,nan,電子零組件業,丁廣欽,蕭伊宏
1626,艾美特-KY,市,10/02,16.9,0.05,0.3,10.0,14.6,15.28,25.8,19.6,10.5,nan,nan,nan,nan,nan,nan,電器電纜,史瑞斌,史瑞斌
1817,凱撒衛,市,10/02,35.55,0.0,0.0,10.0,7.26,7.26,25.8,35.7,9.94,nan,nan,nan,nan,nan,nan,玻璃陶瓷,蕭俊祥,陳威志
6835,圓裕,市,10/02,39.0,0.3,0.78,10.0,6.62,6.62,25.8,43.3,0.9,nan,nan,nan,nan,nan,nan,電子零組件業,張志中,潘慶豐
2471,資通,市,10/02,54.6,0.1,0.18,10.0,4.73,4.73,25.8,42.8,22.0,nan,nan,nan,nan,nan,nan,資訊服務業,余宏揚,林聖懿
1617,榮星,市,10/02,16.3,0.1,0.62,10.0,15.8,15.77,25.7,52.2,25.4,nan,nan,nan,有,nan,nan,電器電纜,王東澤,邱守基
2365,昆盈,市,10/02,11.55,0.0,0.0,10.0,22.2,22.15,25.6,39.9,25.9,nan,nan,nan,nan,nan,nan,電腦及週邊設備業,卓世坤,李百祥
3437,榮創,市,10/02,17.6,0.0,0.0,10.0,14.5,14.45,25.4,24.0,9.24,nan,nan,nan,nan,nan,nan,光電業,方榮熙,黃郁良
2390,云辰,市,10/02,13.15,0.2,1.54,10.0,19.3,19.26,25.3,43.5,24.3,nan,nan,nan,nan,nan,nan,其他電子業,張姿玲,張姿玲
1809,中釉,市,10/02,15.15,0.15,1.0,10.0,16.7,16.7,25.3,48.8,27.4,nan,nan,nan,nan,nan,nan,玻璃陶瓷,蔡憲龍,蔡松祐
2432,倚天酷碁-創,市,10/02,40.5,1.0,2.53,10.0,6.19,6.19,25.1,37.5,0.34,nan,nan,nan,nan,nan,nan,電腦及週邊設備業,高樹國,鍾逸鈞
6155,鈞寶,市,10/02,28.2,0.15,0.53,10.0,8.76,8.76,24.7,36.8,21.6,nan,nan,nan,nan,nan,nan,電子零組件業,楊正利,蔡裕江
1220,台榮,市,10/02,13.95,0.0,0.0,10.0,17.7,17.71,24.7,54.6,31.9,nan,nan,nan,nan,nan,nan,食品工業,陳英凱,陳英凱
1721,三晃,市,10/02,13.3,-0.05,-0.37,10.0,18.5,18.49,24.6,48.8,27.4,nan,nan,nan,nan,有,nan,化學工業,黃亭棣,張俊彬
4581,光隆精密-KY,市,10/02,72.4,1.3,1.83,10.0,3.39,3.39,24.5,7.9,3.57,nan,nan,nan,nan,nan,nan,汽車工業,呂皇甫,黃雨亭
00642U,期元大S&P石油,市,10/02,19.66,-0.77,-3.77,,,12.43,24.4,8.1,8.07,nan,nan,有,nan,nan,nan,nan,劉宗聖,陳沛宇
2537,聯上發,市,10/02,8.1,-0.12,-1.46,10.0,30.1,30.06,24.3,36.1,27.1,nan,nan,nan,有,nan,nan,建材營造業,蘇永義,李志明
5907,大洋-KY,市,10/02,12.45,-0.1,-0.8,10.0,19.6,19.55,24.3,17.1,11.3,nan,nan,nan,nan,nan,nan,貿易百貨業,郭人豪,黃清海
1417,嘉裕,市,10/02,12.8,-0.05,-0.39,10.0,19.0,18.99,24.3,53.8,46.8,nan,nan,nan,nan,nan,nan,紡織纖維,陳伯鏞,(代理)江瑜
5546,永固-KY,市,10/02,29.5,0.0,0.0,10.0,8.24,8.24,24.3,7.4,3.37,nan,nan,nan,nan,nan,nan,建材營造業,簡國釧,林皇智
4560,強信-KY,市,10/02,35.55,-0.05,-0.14,10.0,6.81,6.81,24.2,8.9,6.36,nan,nan,nan,nan,nan,nan,電機機械,綦秉信,綦秉信
00671R,富邦NASDAQ反1,市,10/02,4.93,-0.09,-1.79,,,49.09,24.2,7.6,6.61,nan,nan,有,nan,nan,nan,nan,史綱,林欣怡
2611,志信,市,10/02,12.8,-0.1,-0.78,10.0,18.9,18.9,24.2,49.9,29.9,nan,nan,nan,nan,nan,nan,航運業,黃春發,徐明潭(副董事長兼任)
1531,高林股,市,10/02,13.15,-0.05,-0.38,10.0,18.4,18.36,24.1,58.0,24.3,nan,nan,nan,nan,nan,nan,電機機械,林陳雅子,林聖智
1541,錩泰,市,10/02,30.5,-0.05,-0.16,10.0,7.88,7.88,24.0,34.5,20.5,nan,nan,nan,nan,nan,nan,電機機械,張經金,張經金
6671,三能-KY,市,10/02,39.5,0.0,0.0,10.0,6.08,6.08,24.0,8.4,4.81,nan,nan,nan,nan,nan,nan,居家生活,張瑞榮,蕭凱峰
1410,南染,市,10/02,37.4,-0.1,-0.27,10.0,6.3,6.3,23.6,58.8,50.0,nan,nan,nan,nan,nan,nan,紡織纖維,何 鈞,何 鈞
1906,寶隆,市,10/02,15.55,0.05,0.32,10.0,15.1,15.1,23.5,58.4,47.4,nan,nan,nan,nan,nan,nan,造紙工業,李復元,田哲森
00901,永豐智能車供應鏈,市,10/02,14.65,0.29,2.02,,,15.98,23.4,1.8,1.8,nan,nan,nan,nan,nan,nan,nan,陳思寬,濮樂偉
00728,第一金工業30,市,10/02,24.55,0.28,1.15,,,9.49,23.3,5.5,5.46,nan,nan,nan,nan,nan,nan,nan,薛淑梅,陳如中
0061,元大寶滬深,市,10/02,17.87,0.1,0.56,,,12.91,23.1,14.2,14.1,nan,nan,有,nan,nan,nan,nan,劉宗聖,陳沛宇
1528,恩德,市,10/02,12.05,0.2,1.69,10.0,19.1,19.13,23.1,51.2,25.6,nan,nan,nan,nan,nan,nan,電機機械,廖文嘉,李明哲
1454,台富,市,10/02,17.65,-0.1,-0.56,10.0,13.0,12.98,22.9,50.3,30.4,nan,nan,nan,nan,nan,nan,紡織纖維,莊燿銘,莊燿銘
3419,譁裕,市,10/02,19.0,0.1,0.53,10.0,12.0,12.05,22.9,41.9,17.4,nan,nan,nan,nan,nan,nan,通信網路業,鄒宓富,彭兆椿
4545,銘鈺,市,10/02,29.55,-0.05,-0.17,10.0,7.7,7.7,22.8,22.7,7.74,nan,nan,nan,nan,nan,nan,電子零組件業,謝錦興,方光義
6834,天二科技,市,10/02,25.7,-0.2,-0.77,10.0,8.85,8.85,22.7,53.6,1.09,nan,nan,nan,nan,nan,nan,電子零組件業,廖震益,詹清輝
2888A,新光金甲特,市,10/02,30.3,0.0,0.0,,,7.5,22.7,,3.9,nan,nan,nan,nan,nan,nan,金控業,nan,nan
2025,千興,市,10/02,8.05,0.24,3.07,10.0,28.1,28.12,22.6,51.4,27.7,nan,nan,nan,nan,nan,nan,鋼鐵工業,葉碩堂,葉碩堂
2465,麗臺,市,10/02,38.25,1.35,3.66,10.0,5.89,5.89,22.5,36.9,22.0,nan,nan,nan,nan,nan,nan,電腦及週邊設備業,盧崑山,盧崑山
00669R,國泰美國道瓊反1,市,10/02,8.17,-0.02,-0.24,,,27.51,22.5,7.0,6.96,nan,nan,有,nan,nan,nan,nan,張錫,張雍川
00650L,復華香港正2,市,10/02,10.63,0.34,3.3,,,20.88,22.2,7.7,7.68,nan,nan,有,nan,nan,nan,nan,杜俊雄,張偉智
9955,佳龍,市,10/02,21.5,0.0,0.0,10.0,10.3,10.32,22.2,27.0,19.8,nan,nan,nan,nan,nan,nan,綠能環保,吳界欣,吳界欣
3021,鴻名,市,10/02,23.05,0.35,1.54,10.0,9.59,9.59,22.1,30.4,23.0,nan,nan,nan,有,nan,nan,電子零組件業,張允騰,林嘉祥
3050,鈺德,市,10/02,15.05,-0.2,-1.31,10.0,14.6,14.6,22.0,29.4,20.9,nan,nan,nan,nan,nan,nan,光電業,葉垂景,羅宜富
6136,富爾特,市,10/02,18.95,0.1,0.53,10.0,11.6,11.55,21.9,31.5,21.7,nan,nan,nan,nan,nan,nan,通信網路業,吳長青,吳長青
00898,國泰基因免疫革命,市,10/02,7.03,-0.01,-0.14,,,31.05,21.8,1.9,1.86,nan,nan,nan,nan,nan,nan,nan,張錫,張雍川
4930,燦星網,市,10/02,26.95,-0.05,-0.19,10.0,8.0,8.0,21.6,13.9,13.3,nan,nan,nan,nan,nan,nan,電器電纜,林技典,nan
1452,宏益,市,10/02,16.25,0.0,0.0,10.0,13.3,13.26,21.6,55.1,30.8,nan,nan,nan,nan,nan,nan,紡織纖維,施振榮,羅昭甲
3652,精聯,市,10/02,28.45,0.65,2.34,10.0,7.51,7.51,21.4,15.7,14.1,nan,nan,nan,nan,nan,nan,電腦及週邊設備業,葉佳紋,徐志達
2032,新鋼,市,10/02,16.35,0.05,0.31,10.0,13.1,13.05,21.3,52.2,23.1,nan,nan,nan,nan,nan,nan,鋼鐵工業,富巨春股份有限公司代表人鄭毅宏,成主賜
2468,華經,市,10/02,30.5,-0.5,-1.61,10.0,7.0,7.0,21.3,46.5,23.8,nan,nan,nan,有,nan,nan,資訊服務業,蘇美春,唐宇華、楊正寧
5244,弘凱,市,10/02,31.4,0.2,0.64,10.0,6.79,6.79,21.3,18.1,1.7,nan,nan,nan,nan,nan,nan,光電業,黃建中,黃建中
6558,興能高,市,10/02,22.65,0.1,0.44,10.0,9.37,9.37,21.2,26.6,4.83,nan,nan,nan,有,有,nan,其他電子業,陳國鍾,謝祥豪
9944,新麗,市,10/02,19.45,0.0,0.0,10.0,10.9,10.91,21.2,61.1,22.7,nan,nan,nan,nan,nan,nan,其他業,簡瑞瑞,簡榮富
00664R,國泰臺灣加權反1,市,10/02,5.46,-0.08,-1.44,,,38.81,21.2,7.3,7.22,nan,nan,有,nan,nan,nan,nan,張錫,張雍川
1468,昶和,市,10/02,13.2,0.0,0.0,10.0,16.0,16.04,21.2,41.5,24.7,nan,nan,nan,nan,nan,nan,紡織纖維,陳明澤,陳明澤
1439,雋揚,市,10/02,23.0,0.3,1.32,10.0,9.2,9.2,21.2,59.0,34.4,nan,nan,nan,nan,nan,nan,建材營造業,侯嘉騏,劉先雯
8072,陞泰,市,10/02,26.45,0.15,0.57,10.0,8.0,8.0,21.2,27.3,19.9,nan,nan,nan,nan,nan,nan,電子通路業,陳世忠,陳世忠
1616,億泰,市,10/02,10.85,-0.2,-1.81,10.0,19.4,19.41,21.1,35.5,26.4,nan,nan,nan,nan,nan,nan,電器電纜,王銀河,張程浩(代理)
00921,兆豐龍頭等權重,市,10/02,17.48,0.2,1.16,,,12.03,21.0,0.7,0.72,nan,nan,nan,nan,nan,nan,nan,陳佩君,黃大川
6243,迅杰,市,10/02,45.85,0.75,1.66,10.0,4.53,4.53,20.8,25.4,20.5,nan,nan,nan,nan,有,nan,半導體業,鍾文凱,黃年宏（補選中詳8/14重訊)
00894,中信小資高價30,市,10/02,14.22,0.25,1.79,,,14.55,20.7,2.2,2.14,nan,nan,nan,nan,nan,nan,nan,陳國世,陳正華(代理)
00897,富邦基因免疫生技,市,10/02,6.98,-0.05,-0.71,,,29.6,20.7,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
1526,日馳,市,10/02,33.95,0.0,0.0,10.0,6.0,6.0,20.4,51.4,23.5,nan,nan,nan,有,nan,nan,電機機械,徐義雄,徐義雄
6215,和椿,市,10/02,24.25,0.15,0.62,10.0,8.28,8.28,20.1,42.9,20.8,nan,nan,nan,nan,nan,nan,其他電子業,程天縱,朱鋑隆
00924,復華S&P500成長,市,10/02,16.91,0.12,0.71,,,11.86,20.1,0.5,0.44,nan,nan,nan,nan,nan,nan,nan,杜俊雄,張偉智
3164,景岳,市,10/02,23.0,-0.05,-0.22,10.0,8.64,8.64,19.9,22.8,15.1,nan,nan,nan,nan,nan,nan,生技醫療業,陳根德,陳昱瑾
2380,虹光,市,10/02,9.14,-0.03,-0.33,10.0,21.7,21.69,19.8,32.4,24.8,nan,nan,nan,nan,有,nan,電腦及週邊設備業,盛少瀾,盛少瀾
6698,旭暉應材,市,10/02,29.7,-0.25,-0.83,10.0,6.64,6.64,19.7,16.4,3.86,nan,nan,nan,nan,nan,nan,其他電子業,趙勤孝,酈唯誠
2901,欣欣,市,10/02,26.7,-0.25,-0.93,10.0,7.3,7.3,19.5,52.5,47.4,nan,nan,nan,nan,nan,nan,貿易百貨業,尤志煌,孟正光
6598,ABC-KY,市,10/02,23.8,-0.15,-0.63,10.0,8.18,8.18,19.5,7.5,3.32,nan,nan,nan,nan,nan,nan,生技醫療業,李家榮,何重人
1325,恆大,市,10/02,22.65,-0.25,-1.09,10.0,8.53,8.53,19.3,61.0,24.5,nan,nan,nan,nan,nan,nan,塑膠工業,黃美慧,黃美慧
6141,柏承,市,10/02,17.0,-0.1,-0.58,10.0,11.3,11.34,19.3,33.3,21.7,nan,nan,nan,nan,nan,nan,電子零組件業,李齊良,洪宗義
2250,IKKA-KY,市,10/02,65.8,-0.2,-0.3,10.0,2.93,2.93,19.3,7.5,2.34,nan,nan,nan,nan,nan,nan,汽車工業,胡湘麒,小原正美
2440,太空梭,市,10/02,13.8,0.7,5.34,10.0,13.9,13.91,19.2,38.0,22.9,nan,nan,nan,nan,有,nan,電子零組件業,王玄輝,王玄輝
00930,永豐ESG低碳高息,市,10/02,15.96,0.18,1.14,,,12.03,19.2,0.2,0.23,nan,nan,nan,nan,nan,nan,nan,陳思寬,濮樂偉
4133,亞諾法,市,10/02,31.65,-0.15,-0.47,10.0,6.06,6.06,19.2,21.7,13.8,nan,nan,nan,nan,nan,nan,生技醫療業,黃韋伯,紀姵如
1337,再生-KY,市,10/02,7.12,-0.02,-0.28,10.0,26.9,26.9,19.1,13.7,12.1,nan,nan,nan,有,nan,nan,塑膠工業,丁金山,丁志猛
1416,廣豐,市,10/02,10.3,0.0,0.0,10.0,18.5,18.53,19.1,55.3,47.5,nan,nan,nan,nan,nan,nan,其他業,賀錫敬,黃麗玲
00905,FT臺灣Smart,市,10/02,9.92,0.15,1.54,,,18.83,18.7,1.5,1.45,nan,nan,nan,nan,nan,nan,nan,黃書明,王亞立
8429,金麗-KY,市,10/02,10.05,0.0,0.0,10.0,18.6,18.57,18.7,12.8,10.8,nan,nan,nan,nan,nan,nan,貿易百貨業,庄春龍,陳泓霖
6165,浪凡,市,10/02,35.05,0.05,0.14,10.0,6.28,5.32,18.7,50.5,21.5,nan,nan,nan,nan,有,nan,數位雲端,王冠中,王冠中
3040,遠見,市,10/02,29.5,-0.05,-0.17,10.0,6.3,6.3,18.6,37.4,22.8,nan,nan,nan,nan,nan,nan,其他業,凌陽科技股份有限公司,蔡智杰
3543,州巧,市,10/02,20.65,0.0,0.0,10.0,8.93,8.93,18.4,23.3,3.47,nan,nan,nan,nan,nan,nan,光電業,李樹裔,李樹宗
6674,鋐寶科技,市,10/02,27.25,-0.5,-1.8,10.0,6.76,6.76,18.4,14.1,4.85,nan,nan,nan,nan,nan,nan,通信網路業,翁宗斌,王昱賀
4440,宜新實業,市,10/02,27.25,0.0,0.0,10.0,6.76,6.76,18.4,10.3,1.94,nan,nan,nan,nan,nan,nan,紡織纖維,邱倉沛,邱倉沛
6405,悅城,市,10/02,27.95,-0.05,-0.18,10.0,6.58,6.58,18.4,19.2,9.85,nan,nan,nan,nan,nan,nan,光電業,陳春夏,陳春夏
6591,動力-KY,市,10/02,53.3,0.6,1.14,10.0,3.55,3.42,18.2,9.8,5.76,nan,nan,nan,有,nan,nan,電腦及週邊設備業,許文昉,許文昉
1472,三洋實業,市,10/02,42.7,0.8,1.91,10.0,4.25,4.25,18.1,55.0,24.7,nan,nan,nan,有,有,nan,建材營造業,蔣玉蓮,徐正哲
8438,昶昕,市,10/02,25.9,0.1,0.39,10.0,6.99,6.99,18.1,33.9,1.56,nan,nan,nan,nan,nan,nan,綠能環保,陳國金,陳彥亨
1340,勝悅-KY,市,10/02,11.8,-0.1,-0.84,10.0,15.3,15.29,18.0,11.3,9.72,nan,nan,nan,nan,nan,nan,塑膠工業,莊國清,莊輝煌
00730,富邦臺灣優質高息,市,10/02,19.35,0.15,0.78,,,9.25,17.9,5.7,5.65,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
3607,谷崧,市,10/02,14.7,0.05,0.34,10.0,12.2,12.17,17.9,34.3,13.9,nan,nan,nan,有,nan,nan,電子零組件業,洪煥青,張文桐
6807,峰源-KY,市,10/02,32.95,0.6,1.85,10.0,5.4,5.4,17.8,4.2,1.44,nan,nan,nan,nan,nan,nan,居家生活,蔡文達,蔡文達
3043,科風,市,10/02,44.55,0.15,0.34,10.0,3.9,3.9,17.4,36.4,22.5,nan,nan,nan,有,nan,nan,其他電子業,科飛投資股份有限公司,楊淑艷
0055,元大MSCI金融,市,10/02,23.39,0.01,0.04,,,7.32,17.1,16.3,16.2,nan,nan,nan,nan,nan,nan,nan,劉宗聖,陳沛宇
3054,立萬利,市,10/02,20.5,-0.7,-3.3,10.0,8.34,8.34,17.1,32.3,20.9,nan,nan,nan,nan,nan,nan,食品工業,陳立青,陳立青
2024,志聯,市,10/02,17.35,0.75,4.52,10.0,9.75,9.75,16.9,50.1,27.8,nan,nan,nan,nan,nan,nan,鋼鐵工業,潘仲良,謝陳旺
2002A,中鋼特,市,10/02,44.1,0.1,0.23,,,3.83,16.9,,48.8,nan,nan,nan,nan,nan,nan,鋼鐵工業,nan,nan
9929,秋雨,市,10/02,16.65,0.6,3.74,10.0,10.1,10.13,16.9,47.0,24.3,nan,nan,nan,nan,有,nan,其他業,陳慧遊,陳鴻璸
00733,富邦臺灣中小,市,10/02,57.2,0.7,1.24,,,2.95,16.9,5.4,5.38,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
1735,日勝化,市,10/02,16.9,0.0,0.0,10.0,9.94,9.94,16.8,34.4,23.0,nan,nan,nan,nan,nan,nan,化學工業,何文杰,黃長澤
00639,富邦深100,市,10/02,11.31,0.02,0.18,,,14.84,16.8,8.4,8.32,有,有,nan,nan,nan,nan,nan,史綱,林欣怡
6152,百一,市,10/02,9.99,-0.01,-0.1,10.0,16.8,16.77,16.8,28.3,21.5,nan,nan,nan,nan,nan,nan,通信網路業,許錦輝,謝恆榮
1587,吉茂,市,10/02,24.4,0.25,1.04,10.0,6.86,6.86,16.7,39.1,5.47,nan,nan,nan,nan,nan,nan,汽車工業,劉彥狄,劉彥狄
6133,金橋,市,10/02,14.3,0.2,1.42,10.0,11.7,11.7,16.7,46.9,21.7,nan,nan,nan,nan,nan,nan,電子零組件業,林麥升,周政璋
00645,富邦日本,市,10/02,31.8,-0.18,-0.56,,,5.25,16.7,7.9,7.91,nan,nan,有,nan,nan,nan,nan,史綱,林欣怡
9928,中視,市,10/02,27.25,-1.45,-5.05,10.0,6.07,6.07,16.5,54.9,24.2,nan,nan,nan,有,有,nan,其他業,胡雪珠,胡雪珠
2358,廷鑫,市,10/02,12.0,0.7,6.19,10.0,13.7,13.66,16.4,36.4,26.8,nan,nan,nan,有,有,nan,其他業,顏德新,顏兆鑫
2516,新建,市,10/02,7.13,-0.07,-0.97,10.0,22.6,22.63,16.1,55.8,30.4,nan,nan,nan,nan,nan,nan,建材營造業,鄒宏基,賴調燦
1470,大統新創,市,10/02,18.8,-0.15,-0.79,10.0,8.58,8.58,16.1,36.8,24.4,nan,nan,nan,nan,nan,nan,紡織纖維,葉泉發,葉柏亮
8940,新天地,市,10/02,23.75,0.15,0.64,10.0,6.75,6.75,16.0,30.2,20.7,nan,nan,nan,nan,nan,nan,觀光餐旅,王玉雲,歐敏雄
6641,基士德-KY,市,10/02,42.75,-0.75,-1.72,10.0,3.7,3.7,15.8,10.0,5.03,nan,nan,nan,有,nan,nan,綠能環保,謝宏炅,陳世賢
3296,勝德,市,10/02,16.2,0.1,0.62,10.0,9.67,9.67,15.7,22.9,18.6,nan,nan,nan,nan,nan,nan,電子零組件業,周義雄,周義雄
006206,元大上證50,市,10/02,29.33,0.15,0.51,,,5.33,15.6,11.4,11.4,有,有,nan,nan,nan,nan,nan,劉宗聖,陳沛宇
1539,巨庭,市,10/02,23.75,0.15,0.64,10.0,6.54,6.54,15.5,42.1,22.4,nan,nan,nan,nan,nan,nan,電機機械,莊博彥,張永和
00904,新光臺灣半導體30,市,10/02,12.92,0.2,1.57,,,11.91,15.4,1.6,1.58,nan,nan,nan,nan,nan,nan,nan,劉坤錫,陳文雄
2424,隴華,市,10/02,31.7,-0.35,-1.09,10.0,4.85,4.85,15.4,50.7,23.1,nan,nan,nan,nan,有,nan,通信網路業,王光祥,王雅萱
1456,怡華,市,10/02,16.3,-0.15,-0.91,10.0,9.37,9.37,15.3,55.2,29.8,nan,nan,nan,有,nan,nan,建材營造業,黃士豪,黃士豪
4720,德淵,市,10/02,14.65,0.45,3.17,10.0,10.4,10.38,15.2,47.3,22.6,nan,nan,nan,有,nan,nan,化學工業,蕭向志,蕭向志
1432,大魯閣,市,10/02,16.6,0.05,0.3,10.0,9.0,9.0,14.9,50.2,41.2,nan,nan,nan,nan,nan,nan,運動休閒,林曼麗,謝國棟
