Date,Open,High,Low,Close,Volume
2020-12-21,206.99,207.37,205.83,205.83,229000.0
2020-12-22,206.22,209.69,205.83,205.83,179000.0
2020-12-23,205.83,206.6,205.83,206.22,58000.0
2020-12-24,205.83,206.22,198.89,200.44,180000.0
2020-12-25,198.89,198.89,193.88,196.58,93000.0
2020-12-28,195.42,196.97,193.5,194.27,26000.0
2020-12-29,194.27,195.42,193.5,194.27,61000.0
2020-12-30,196.58,201.21,196.58,201.21,55000.0
2020-12-31,201.21,211.61,201.21,208.14,136000.0
2021-01-04,208.91,208.91,204.29,205.06,53000.0
2021-01-05,205.45,206.6,205.06,206.6,16000.0
2021-01-06,205.83,205.83,203.52,203.52,18000.0
2021-01-07,203.52,205.06,201.98,202.75,27000.0
2021-01-08,204.29,207.37,203.9,205.06,53000.0
2021-01-11,205.83,211.61,205.83,208.14,93000.0
2021-01-12,208.14,208.91,204.29,204.29,31000.0
2021-01-13,203.52,203.52,201.21,201.21,39000.0
2021-01-14,200.44,200.44,197.35,198.12,16000.0
2021-01-15,198.12,200.05,197.35,200.05,20000.0
2021-01-18,199.66,210.46,199.66,207.37,69000.0
2021-01-19,207.37,207.37,203.13,203.52,8000.0
2021-01-20,203.13,203.13,197.74,198.89,40000.0
2021-01-21,206.22,206.22,198.12,198.12,27000.0
2021-01-22,204.29,204.29,198.51,200.44,9000.0
2021-01-25,201.21,201.21,200.44,200.82,17000.0
2021-01-26,204.67,204.67,198.12,198.51,29000.0
2021-01-27,200.44,201.98,200.44,200.82,26000.0
2021-01-28,202.36,205.45,200.82,203.9,46000.0
2021-01-29,206.6,206.6,202.36,202.36,15000.0
2021-02-01,201.59,204.29,201.59,204.29,19000.0
2021-02-02,202.36,203.13,202.36,203.13,6000.0
2021-02-03,205.06,205.45,203.52,204.29,29000.0
2021-02-04,203.13,205.06,203.13,205.06,16000.0
2021-02-05,205.45,205.45,204.29,205.45,18000.0
2021-02-17,206.22,210.46,204.29,206.6,114000.0
2021-02-18,205.83,227.03,205.83,227.03,269000.0
2021-02-19,227.03,227.42,215.85,218.94,186000.0
2021-02-22,221.63,240.52,221.25,240.52,266000.0
2021-02-23,249.77,249.77,233.58,238.98,108000.0
2021-02-24,242.83,242.83,236.67,238.21,99000.0
2021-02-25,242.06,242.83,238.59,241.68,73000.0
2021-02-26,238.21,239.75,236.67,239.75,50000.0
2021-03-02,240.91,242.45,233.97,234.74,54000.0
2021-03-03,235.9,235.9,225.49,228.19,81000.0
2021-03-04,228.19,228.19,219.71,221.25,111000.0
2021-03-05,221.25,225.1,217.01,221.25,44000.0
2021-03-08,222.02,234.35,222.02,224.33,54000.0
2021-03-09,224.33,224.33,218.55,221.25,36000.0
2021-03-10,223.18,223.56,221.63,222.79,23000.0
2021-03-11,229.73,229.73,228.57,229.73,13000.0
2021-03-12,231.27,231.27,215.85,222.02,69000.0
2021-03-15,222.02,224.33,220.48,220.48,24000.0
2021-03-16,217.39,222.02,216.62,222.02,26000.0
2021-03-17,222.02,225.1,222.02,222.79,33000.0
2021-03-18,222.79,223.95,222.79,223.18,30000.0
2021-03-19,224.72,230.5,222.79,230.5,59000.0
2021-03-22,230.11,230.11,227.8,228.96,36000.0
2021-03-23,226.65,226.65,222.02,224.33,27000.0
2021-03-24,225.49,227.42,224.72,224.72,13000.0
2021-03-25,224.72,226.26,223.95,225.49,23000.0
2021-03-26,225.87,230.11,225.87,229.34,43000.0
2021-03-29,229.73,233.2,229.34,232.81,48000.0
2021-03-30,235.13,247.46,235.13,245.15,104000.0
2021-03-31,245.92,248.62,237.44,239.37,69000.0
2021-04-01,239.75,240.52,232.04,237.05,50000.0
2021-04-06,233.58,235.9,231.27,231.66,42000.0
2021-04-07,232.04,232.81,230.5,232.43,42000.0
2021-04-08,231.27,234.74,230.5,232.81,40000.0
2021-04-09,237.82,249.77,237.82,244.76,131000.0
2021-04-12,249.77,254.01,246.69,252.86,103000.0
2021-04-13,253.24,277.91,253.24,269.82,262000.0
2021-04-14,266.73,282.15,256.71,267.5,155000.0
2021-04-15,267.12,267.12,255.94,257.48,89000.0
2021-04-16,255.17,255.17,246.69,250.54,80000.0
2021-04-19,250.54,253.24,245.15,247.85,51000.0
2021-04-20,248.23,250.54,248.23,250.54,20000.0
2021-04-21,250.54,250.54,245.15,245.92,37000.0
2021-04-22,246.69,247.46,245.53,245.92,36000.0
2021-04-23,247.85,248.23,245.53,245.53,46000.0
