YYYY,@YYYY,ownerDate,cashDividendDate,price,priceBackDate,backDays,giveDate,stockDividendDate,@price,@priceBackDate,@priceBackDays,cashDividend,shareCashDividend,cashDividendTotal,stockDividend,shareStockDividend,stockDividendTotal,dividendTotal
2023,2022全年,23'06/28,23'07/26,24.35,23'07/26,1,23'08/25,,,,,0.35,0,0.35,0,0,0,0.35
2022,2021全年,22'06/24,22'07/26,25.9,23'01/12,120,22'08/25,,,,,2.8,0,2.8,0,0,0,2.8
2021,2020全年,21'06/24,21'08/26,43.8,21'08/26,1,21'09/24,,,,,0.3,0,0.3,0,0,0,0.3
2020,2019全年,20'06/24,,,,,,,,,,0,0,0,0,0,0,0
2019,2018全年,19'06/26,19'07/25,10.55,19'07/25,1,19'08/21,,,,,0.1,0,0.1,0,0,0,0.1
2018,2017全年,18'06/22,,,,,,,,,,0,0,0,0,0,0,0
2017,2016全年,17'06/23,,,,,,,,,,0,0,0,0,0,0,0
2016,2015全年,16'06/24,,,,,,,,,,0,0,0,0,0,0,0
2015,2014全年,15'06/26,,,,,,,,,,0,0,0,0,0,0,0
2014,2013全年,14'06/23,,,,,,,,,,0,0,0,0,0,0,0
2013,2012全年,13'06/19,,,,,,,,,,0,0,0,0,0,0,0
2012,2011全年,12'06/13,,,,,,,,,,0,0,0,0,0,0,0
2011,2010全年,11'06/10,11'07/29,13.35,18'01/10,1594,,11'07/29,13.35,18'01/10,1594,0.6,0,0.6,0.4,0,0.4,1
2010,2009全年,10'06/24,,,,,,,,,,0,0,0,0,0,0,0
2009,2008全年,09'06/30,,,,,,,,,,0,0,0,0,0,0,0
2008,2007全年,08'06/24,08'07/21,23.45,21'04/09,3125,,,,,,1.77,0,1.77,0,0,0,1.77
2007,2006全年,07'06/26,07'08/14,14.15,07'08/14,1,,,,,,0.25,0,0.25,0,0,0,0.25
2006,2005全年,06'06/29,,,,,,,,,,0,0,0,0,0,0,0
2005,2004全年,05'06/28,05'08/23,12.3,06'04/10,155,,05'08/23,12.3,06'04/10,155,0.55,0,0.55,0.6,0,0.6,1.15
2004,2003全年,,,,,,,,,,,0,0,0,0.52,0,0.52,0.52
2003,2002全年,03'05/27,,,,,,,,,,0,0,0,0,0,0,0
2002,2001全年,02'06/28,,,,,,,,,,0,0,0,0,0,0,0
2001,2000全年,,,,,,,,,,,0,0,0,0,0,0,0
2000,1999全年,,,,,,,,,,,0,0,0,0,0,0,0
1999,1998全年,,,,,,,,,,,0,0,0,0,0,0,0
1998,1997全年,98'06/23,,,,,,,,,,0,0,0,0,0,0,0
1997,1996全年,,,,,,,,,,,0,0,0,0,0,0,0
1996,1995全年,,,,,,,,,,,0,0,0,0,0,0,0
1995,1994全年,95'06/06,,,,,,,,,,0,0,0,0.7,0.3,1,1
1994,1993全年,94'05/27,,,,,,,,,,0,0,0,0,0,0,0
1993,1992全年,,,,,,,,,,,0.21,0,0.21,0.5,0.5,1,1.21
1992,1991全年,92'05/09,,,,,,,,,,0,0,0,0.8,0,0.8,0.8
1991,1990全年,91'05/10,,,,,,92'01/11,,,,0,0,0,0.8,0.8,1.6,1.6
1990,1989全年,90'03/23,,,,,,90'06/24,,,,0,0,0,4.5,2.3,6.8,6.8
1989,1988全年,,,,,,,,,,,0,0,0,2.5,0,2.5,2.5
