stockId,mark
00730,O
1234,O
1301,O
1304,O
1314,O
1326,O
1434,O
1717,O
1723,O
1907,O
2002,O
2027,O
2352,O
2353,O
2371,O
2409,O
2430,O
2441,O
2498,O
2548,O
2610,O
2618,O
2809,O
2834,O
2838,O
2880,O
2888,O
