Date,Open,High,Low,Close,Volume,Adj Close
2006-07-13,31.74,31.74,29.78,30.53,433.0,
2006-07-14,30.06,30.15,26.06,28.85,597.0,
2006-07-17,28.11,28.11,26.62,26.8,200.0,
2006-07-18,27.92,28.39,27.18,28.2,236.0,
2006-07-19,28.48,30.15,28.11,29.41,393.0,
2006-07-20,30.34,30.34,29.78,29.78,217.0,
2006-07-21,29.04,29.78,28.85,29.04,99.0,
2006-07-24,28.48,28.48,28.11,28.11,151.0,
2006-07-25,28.67,29.04,28.2,28.67,167.0,
2006-07-26,28.85,30.15,28.85,29.04,225.0,
2006-07-27,29.22,29.41,28.39,28.57,105.0,
2006-07-28,28.39,28.67,28.11,28.57,114.0,
2006-07-31,28.85,28.85,27.92,28.29,201.0,
2006-08-01,27.92,28.29,27.92,27.92,77.0,
2006-08-02,27.83,28.85,27.73,28.67,99.0,
2006-08-03,28.85,29.6,28.67,29.04,281.0,
2006-08-04,29.04,29.04,28.2,28.39,168.0,
2006-08-07,28.48,28.57,28.11,28.48,45.0,
2006-08-08,28.48,28.67,28.39,28.48,87.0,
2006-08-09,28.48,29.78,28.01,29.78,1165.0,
2006-08-10,29.6,29.97,29.22,29.22,290.0,
2006-08-11,29.22,29.41,28.57,28.57,177.0,
2006-08-14,28.67,30.53,28.67,30.53,859.0,
2006-08-15,30.9,32.57,30.9,32.57,1216.0,
2006-08-16,33.5,33.5,32.11,32.2,733.0,
2006-08-17,32.2,34.34,32.2,33.13,588.0,
2006-08-18,34.06,34.99,32.57,34.44,555.0,
2006-08-21,34.44,34.44,32.11,32.11,591.0,
2006-08-22,32.39,33.5,31.27,33.23,389.0,
2006-08-23,32.76,33.13,31.55,32.2,302.0,
2006-08-24,33.32,34.44,32.95,34.44,626.0,
2006-08-25,36.3,36.76,35.92,36.76,564.0,
2006-08-28,39.27,39.27,37.6,39.27,1569.0,
2006-08-29,38.25,41.79,38.16,41.79,934.0,
2006-08-30,42.25,43.74,40.95,42.81,845.0,
2006-08-31,42.63,45.79,41.88,45.79,897.0,
2006-09-01,45.79,48.95,45.79,48.95,1233.0,
2006-09-04,50.63,52.3,50.07,52.3,915.0,
2006-09-05,52.3,55.28,50.82,53.61,952.0,
2006-09-06,53.05,55.28,50.82,52.12,1482.0,
2006-09-07,45.05,46.63,42.25,46.07,2309.0,
