Date,Open,High,Low,Close,Volume
2020-11-02,92.5,93.4,84.87,84.87,470000.0
2020-11-03,85.32,93.4,85.32,89.81,334000.0
2020-11-04,90.26,90.26,86.67,86.94,161000.0
2020-11-05,86.94,87.56,85.41,85.86,127000.0
2020-11-06,85.32,87.56,85.32,86.67,259000.0
2020-11-09,87.56,88.01,85.95,86.49,152000.0
2020-11-10,87.56,94.75,87.56,94.75,415000.0
2020-11-11,93.85,96.99,91.61,92.5,440000.0
2020-11-12,92.5,93.4,90.26,90.26,87000.0
2020-11-13,90.26,98.79,88.01,96.99,302000.0
2020-11-16,96.99,106.42,95.65,106.42,574000.0
2020-11-17,109.57,116.75,108.67,116.75,723000.0
2020-11-18,113.16,117.2,111.36,113.16,336000.0
2020-11-19,112.26,115.85,107.77,112.71,215000.0
2020-11-20,111.81,114.96,107.77,108.22,241000.0
2020-11-23,108.22,112.26,105.53,108.22,144000.0
2020-11-24,107.77,109.57,104.63,105.97,140000.0
2020-11-25,105.97,106.42,100.59,101.48,154000.0
2020-11-26,101.48,105.08,100.59,104.18,73000.0
2020-11-27,103.28,104.18,101.48,101.48,46000.0
2020-11-30,101.48,103.28,99.24,101.04,128000.0
2020-12-01,101.04,101.04,99.24,99.24,97000.0
2020-12-02,99.69,109.12,98.34,109.12,284000.0
2020-12-03,109.12,110.91,102.83,104.63,202000.0
2020-12-04,104.63,107.77,103.73,103.73,113000.0
2020-12-07,106.87,106.87,101.48,101.93,91000.0
2020-12-08,101.93,104.18,101.48,103.73,50000.0
2020-12-09,101.48,103.28,101.04,101.04,47000.0
2020-12-10,100.59,100.59,96.1,96.54,115000.0
2020-12-11,93.4,96.99,89.81,92.05,115000.0
2020-12-14,90.71,95.2,90.71,92.95,34000.0
2020-12-15,92.05,92.05,89.81,89.81,26000.0
2020-12-16,91.61,96.54,91.61,94.3,45000.0
2020-12-17,95.2,95.2,92.95,93.4,40000.0
2020-12-18,92.5,95.2,91.61,91.61,23000.0
2020-12-21,90.26,91.61,88.91,91.61,33000.0
2020-12-22,90.71,90.71,89.81,89.81,31000.0
2020-12-23,89.81,91.61,89.81,91.61,34000.0
2020-12-24,91.16,91.16,89.81,89.81,21000.0
2020-12-25,92.05,98.79,92.05,98.79,146000.0
2020-12-28,100.59,101.48,93.85,98.79,147000.0
2020-12-29,98.79,100.14,95.2,97.44,53000.0
2020-12-30,97.89,97.89,95.65,96.1,28000.0
2020-12-31,97.44,98.79,95.65,95.65,38000.0
2021-01-04,95.65,97.44,94.75,95.65,39000.0
2021-01-05,96.1,96.99,93.4,94.75,55000.0
2021-01-06,94.3,94.3,89.81,89.81,128000.0
2021-01-07,89.81,92.95,89.81,91.61,49000.0
2021-01-08,92.5,93.4,90.71,91.16,49000.0
2021-01-11,95.2,96.54,92.5,96.54,119000.0
2021-01-12,96.54,97.44,92.5,92.5,34000.0
2021-01-13,92.05,95.65,92.05,94.3,45000.0
2021-01-14,92.95,93.85,92.05,93.85,30000.0
2021-01-15,96.1,102.83,96.1,102.83,567000.0
2021-01-18,101.04,101.04,93.4,97.89,260000.0
2021-01-19,96.99,97.44,94.75,95.65,87000.0
2021-01-20,95.2,97.44,92.95,96.54,135000.0
2021-01-21,96.54,97.44,95.2,97.44,95000.0
2021-01-22,99.24,106.87,99.24,106.87,407000.0
2021-01-25,114.06,117.2,113.16,117.2,551000.0
2021-01-26,120.79,123.04,109.12,110.91,831000.0
2021-01-27,110.47,121.69,108.67,121.69,721000.0
2021-01-28,119.45,133.82,116.75,133.82,875000.0
2021-01-29,143.69,145.04,127.53,128.43,1011000.0
2021-02-01,128.43,128.88,116.75,118.55,412000.0
2021-02-02,121.24,124.83,117.65,123.49,367000.0
2021-02-03,121.24,124.39,117.65,120.34,247000.0
2021-02-04,118.1,127.53,117.65,123.94,385000.0
2021-02-05,123.04,124.83,120.34,120.34,252000.0
2021-02-17,124.83,132.02,124.39,132.02,353000.0
2021-02-18,140.1,145.04,139.2,145.04,607000.0
2021-02-19,159.41,159.41,154.47,159.41,463000.0
2021-02-22,175.13,175.13,159.41,175.13,1038000.0
2021-02-23,170.64,175.13,165.7,171.54,418000.0
2021-02-24,168.84,171.98,164.35,164.35,277000.0
2021-02-25,168.84,168.84,157.17,161.21,244000.0
2021-02-26,153.12,159.41,153.12,157.62,157000.0
2021-03-02,160.31,161.21,141.9,141.9,324000.0
2021-03-03,138.31,141.9,132.47,139.2,367000.0
2021-03-04,134.26,137.41,132.47,133.37,197000.0
2021-03-05,129.33,146.39,127.53,146.39,236000.0
2021-03-08,149.98,158.51,144.59,148.19,320000.0
2021-03-09,151.78,152.68,143.69,150.88,111000.0
2021-03-10,150.88,156.27,148.19,149.98,112000.0
2021-03-11,157.62,157.62,149.08,153.57,133000.0
2021-03-12,157.17,157.17,149.08,151.33,142000.0
2021-03-15,152.68,153.57,147.74,147.74,158000.0
2021-03-16,147.74,149.53,144.59,144.59,129000.0
2021-03-17,145.04,148.19,141.0,141.0,177000.0
2021-03-18,141.9,154.92,141.9,154.92,203000.0
2021-03-19,154.47,161.66,154.47,160.76,388000.0
2021-03-22,161.66,162.55,152.68,156.27,144000.0
2021-03-23,160.31,160.31,150.88,151.33,137000.0
2021-03-24,149.53,153.12,147.74,148.63,122000.0
2021-03-25,150.88,152.23,148.63,149.98,62000.0
2021-03-26,150.88,151.33,148.19,150.43,86000.0
2021-03-29,153.57,154.47,150.88,154.47,145000.0
2021-03-30,158.06,158.51,152.23,155.82,198000.0
2021-03-31,155.82,155.82,149.98,151.78,105000.0
2021-04-01,154.47,154.92,151.78,153.57,80000.0
2021-04-06,155.37,168.84,154.92,157.17,702000.0
2021-04-07,161.21,168.84,158.06,161.66,302000.0
2021-04-08,164.8,168.84,162.11,163.45,263000.0
2021-04-09,166.15,167.94,157.17,160.31,213000.0
2021-04-12,162.55,172.88,162.55,164.8,460000.0
2021-04-13,168.39,168.39,160.76,162.11,153000.0
2021-04-14,162.11,163.45,145.94,156.27,310000.0
2021-04-15,156.72,158.06,150.88,154.02,119000.0
2021-04-16,154.92,154.92,151.78,153.12,78000.0
2021-04-19,150.88,150.88,148.63,149.08,88000.0
2021-04-20,149.08,151.78,147.29,150.88,108000.0
2021-04-21,149.98,152.68,149.08,149.08,63000.0
2021-04-22,153.57,153.57,145.49,145.49,107000.0
