stockId,mark
1102,O
1477,O
1760,O
1795,O
2301,O
2324,O
2337,O
2354,O
2356,O
2412,O
2609,O
2615,O
2836,O
2883,O
2889,O
3008,O
3037,O
4915,O
5274,O
5522,O
5903,O
8046,O
9921,O
