YYYY,@YYYY,ownerDate,cashDividendDate,price,priceBackDate,backDays,giveDate,stockDividendDate,@price,@priceBackDate,@priceBackDays,cashDividend,shareCashDividend,cashDividendTotal,stockDividend,shareStockDividend,stockDividendTotal,dividendTotal
2023,2023Q2,,23'08/16,141.5,23'08/16,1,23'09/08,,,,,2,0,2,0,0,0,2
2023,2022Q4,,23'03/16,71.1,23'04/06,13,23'04/21,,,,,3,0,3,0,0,0,3
2022,2022Q2,,22'08/16,66.8,22'09/06,16,22'09/08,,,,,1.5,0,1.5,0,0,0,1.5
2022,2021Q4,,22'03/18,68.5,23'03/02,233,22'04/22,,,,,2.5,0,2.5,0,0,0,2.5
2021,2021Q2,,21'08/16,59.3,21'09/01,13,21'09/10,,,,,2,0,2,0,0,0,2
2021,2020Q4,,21'06/29,60.3,21'07/30,24,21'07/23,,,,,3.4,0,3.4,0,0,0,3.4
2020,2019Q4,,20'06/23,49.9,21'01/06,136,20'07/24,,,,,3.2,0,3.2,0,0,0,3.2
2019,2018全年,19'06/21,19'07/22,44.2,19'08/07,13,19'08/21,,,,,2.92,0,2.92,0,0,0,2.92
2018,2017全年,18'06/22,18'08/10,36.95,18'11/28,77,18'09/12,,,,,0.41,2.51,2.92,0,0,0,2.92
2017,2016全年,17'06/22,17'08/10,45.4,19'08/20,498,17'09/12,,,,,2.92,0,2.92,0,0,0,2.92
2016,2015全年,16'06/24,16'08/24,45.7,16'08/30,5,16'09/27,16'08/24,45.7,16'08/30,5,2.186,0,2.186,0.05,0,0.05,2.236
2015,2014全年,15'06/24,15'08/10,31,15'09/17,29,15'09/14,15'08/10,31,15'09/17,29,1.97,0,1.97,0.05,0,0.05,2.02
2014,2013全年,14'06/19,14'07/31,51,17'03/17,644,14'09/12,14'07/31,51,17'03/17,644,2.712,0,2.712,0.05,0,0.05,2.762
2013,2012全年,13'06/19,13'08/07,48,13'08/30,17,,13'08/07,48,13'08/30,17,2.341,0,2.341,0.05,0,0.05,2.39
2012,2011全年,12'06/19,12'08/07,35.15,12'09/28,39,,12'08/07,35.15,12'09/28,39,2.27,0,2.27,0.05,0,0.05,2.32
2011,2010全年,11'06/22,11'08/08,31.15,11'12/23,98,,11'08/08,31.15,11'12/23,98,2.87,0,2.87,0.05,0,0.05,2.92
2010,2009全年,10'06/15,10'08/12,38,10'09/23,30,,10'08/12,38,10'09/23,30,2.25,0,2.25,0.05,0,0.05,2.3
2009,2008全年,09'06/22,09'08/17,35.2,09'08/24,6,,09'08/17,35.2,09'08/24,6,1.4,0,1.4,0.05,0,0.05,1.45
2008,2007全年,08'06/25,08'08/08,25.35,08'08/13,4,,08'08/08,25.35,08'08/13,4,2.95,0,2.95,0.05,0,0.05,3
2007,2006全年,07'06/21,07'09/04,47.1,07'09/27,15,,07'09/04,47.1,07'09/27,15,3.286,0,3.286,0.068,0,0.068,3.354
2006,2005全年,06'06/21,06'09/18,40.85,06'11/14,40,,06'09/18,40.85,06'11/14,40,2.36,0,2.36,0.049,0,0.049,2.409
2005,2004全年,05'06/14,05'08/25,33.15,05'09/07,9,,05'08/25,33.15,05'09/07,9,2,0,2,0.2,0,0.2,2.2
2004,2003全年,04'06/15,04'08/30,31.7,05'06/15,197,,04'08/30,31.7,05'06/15,197,1.4,0,1.4,1,0,1,2.4
2003,2002全年,03'05/13,03'07/24,34,03'08/22,22,,03'07/24,34,03'08/22,22,1.4,0,1.4,0.6,1,1.6,3
2002,2001全年,02'05/21,02'06/20,43.26,02'06/20,1,,02'06/20,43.26,02'06/20,1,1.264,0,1.264,1.264,0,1.264,2.528
2001,2000全年,01'04/19,,,,,,,,,,0.5,0,0.5,2.5,0,2.5,3
2000,1999全年,00'05/30,,,,,,00'07/27,,00'07/27,1,0,0,0,0.9,0.6,1.5,1.5
1999,1998全年,99'06/21,,,,,,,,,,0,0,0,0,0,0,0
1998,1997全年,98'05/19,,,,,,,,,,0.5,0,0.5,2,0.2,2.2,2.7
1997,1996全年,97'05/06,,,,,,97'06/03,59.76,97'06/03,1,0,0,0,2.5,0.5,3,3
1996,1995全年,96'04/02,96'05/11,49.9,96'05/11,1,,96'05/11,38.4,96'05/11,1,0.6,0,0.6,3,0,3,3.6
1995,1994全年,95'05/30,,,,,,95'07/12,,95'07/12,1,0,0,0,1,0,1,1
1994,1993全年,94'05/31,,,,,,94'08/30,,94'08/30,1,0,0,0,1.1,0,1.1,1.1
1993,1992全年,,,,,,,,,,,0,0,0,1,0,1,1
