Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,20.811235427856445,21.01328659057617,20.40713119506836,20.60918235778809,15.76770305633545,7010611
2000-01-05,20.60918235778809,21.61944007873535,20.60918235778809,21.417388916015625,16.386045455932617,21502440717
2000-01-06,21.82149124145508,22.831743240356445,21.82149124145508,22.225589752197266,17.004384994506836,27681301
2000-01-07,22.62969207763672,23.639949798583984,22.62969207763672,23.639949798583984,18.086483001708984,35417820
2000-01-10,24.246097564697266,24.852251052856445,23.2358455657959,24.852251052856445,19.013994216918945,30543230
2000-01-11,25.25635528564453,25.660457611083984,23.2358455657959,23.2358455657959,17.777311325073242,20942408
2000-01-12,23.43789863586425,24.246097564697266,23.03379440307617,23.639949798583984,18.086483001708984,12609017
2000-01-13,23.639949798583984,24.246097564697266,23.2358455657959,23.43789863586425,17.93189811706543,11889223
2000-01-14,23.43789863586425,24.04404640197754,22.831743240356445,23.03379440307617,17.622726440429688,8806023755
2000-01-17,23.43789863586425,23.639949798583984,23.03379440307617,23.2358455657959,17.777311325073242,5414479
2000-01-18,23.43789863586425,23.43789863586425,22.831743240356445,23.03379440307617,17.622726440429688,4187744712
2000-01-19,23.43789863586425,23.84200096130371,23.03379440307617,23.03379440307617,17.622726440429688,7167988642
2000-01-20,23.2358455657959,23.43789863586425,22.831743240356445,23.43789863586425,17.93189811706543,4159799
2000-01-21,23.639949798583984,24.65020179748535,23.43789863586425,24.246097564697266,18.55023765563965,13916671
2000-01-24,24.65020179748535,24.852251052856445,23.84200096130371,24.04404640197754,18.395652770996094,9404811
2000-01-25,23.84200096130371,24.04404640197754,23.639949798583984,23.639949798583984,18.086483001708984,4912874
2000-01-26,24.04404640197754,24.65020179748535,23.43789863586425,23.639949798583984,18.086483001708984,7849477
2000-01-27,24.04404640197754,24.448148727416992,23.43789863586425,24.246097564697266,18.55023765563965,13155946032
2000-01-28,24.246097564697266,25.25635528564453,24.246097564697266,24.65020179748535,18.859411239624023,20582817
2000-01-31,24.852251052856445,25.25635528564453,24.65020179748535,25.25635528564453,19.323165893554688,14224142
2000-02-01,25.86250305175781,26.266605377197266,25.45840644836425,25.45840644836425,19.47775077819824,17310745254
2000-02-02,25.45840644836425,25.45840644836425,25.45840644836425,25.45840644836425,19.47775077819824,0
2000-02-03,25.45840644836425,25.45840644836425,25.45840644836425,25.45840644836425,19.47775077819824,0
2000-02-04,25.45840644836425,25.45840644836425,25.45840644836425,25.45840644836425,19.47775077819824,0
2000-02-07,25.45840644836425,25.45840644836425,25.45840644836425,25.45840644836425,19.47775077819824,0
2000-02-08,25.45840644836425,25.45840644836425,25.45840644836425,25.45840644836425,19.47775077819824,0
2000-02-09,25.86250305175781,26.06455421447754,25.054304122924805,25.45840644836425,19.47775077819824,14424587
2000-02-10,25.660457611083984,27.074811935424805,25.660457611083984,27.074811935424805,20.714433670043945,29813784
2000-02-11,27.883012771606445,28.69121742248535,27.883012771606445,28.2871150970459,21.64194679260254,33052994
2000-02-14,28.489166259765625,28.489166259765625,26.67070960998535,26.67070960998535,20.405261993408203,15730836
2000-02-15,26.266605377197266,27.074811935424805,25.86250305175781,26.06455421447754,19.94150352478028,8749345
2000-02-16,26.67070960998535,27.47891426086425,26.266605377197266,27.47891426086425,21.02360343933105,15504179
2000-02-17,27.883012771606445,28.08506393432617,27.074811935424805,27.27686309814453,20.8690185546875,12053278
2000-02-18,27.47891426086425,28.69121742248535,26.67070960998535,28.2871150970459,21.64194679260254,28163705
2000-02-21,27.47891426086425,27.680967330932617,25.660457611083984,26.266605377197266,20.09609031677246,8663661
2000-02-22,25.45840644836425,26.06455421447754,25.054304122924805,25.86250305175781,19.78691864013672,6217626
2000-02-23,25.86250305175781,26.266605377197266,24.65020179748535,24.65020179748535,18.859411239624023,6710535684
2000-02-24,25.054304122924805,25.45840644836425,24.65020179748535,24.65020179748535,18.859411239624023,4694816
2000-02-25,25.054304122924805,25.25635528564453,24.246097564697266,24.246097564697266,18.55023765563965,4808458
2000-02-28,24.246097564697266,24.246097564697266,24.246097564697266,24.246097564697266,18.55023765563965,0
2000-02-29,24.852251052856445,24.852251052856445,24.246097564697266,24.448148727416992,18.704822540283203,2127523787
2000-03-01,24.65020179748535,25.054304122924805,24.65020179748535,25.054304122924805,19.16858291625977,2461744
2000-03-02,25.054304122924805,25.45840644836425,24.65020179748535,24.65020179748535,18.859411239624023,4012295
2000-03-03,24.246097564697266,24.448148727416992,23.43789863586425,23.639949798583984,18.086483001708984,6180407
2000-03-06,23.84200096130371,23.84200096130371,22.831743240356445,22.831743240356445,17.468143463134766,4182116
2000-03-07,22.62969207763672,23.639949798583984,22.225589752197266,22.62969207763672,17.313554763793945,6938352
2000-03-08,22.62969207763672,23.03379440307617,21.82149124145508,22.427640914916992,17.15896987915039,7738151
2000-03-09,22.62969207763672,23.03379440307617,22.427640914916992,22.831743240356445,17.468143463134766,5456570
2000-03-10,23.2358455657959,23.2358455657959,22.023536682128903,22.023536682128903,16.849796295166016,4408574
2000-03-13,21.82149124145508,21.82149124145508,20.60918235778809,20.60918235778809,15.76770305633545,2335825
2000-03-14,19.1948299407959,20.20508003234864,19.1948299407959,19.80098342895508,15.14936065673828,5652167
2000-03-15,19.55851936340332,20.003034591674805,19.396879196166992,19.396879196166992,14.840191841125488,3074721
2000-03-16,18.99277687072754,19.396879196166992,18.1845703125,19.11400985717773,14.623771667480469,4169124
2000-03-17,19.11400985717773,19.84139060974121,19.11400985717773,19.47769927978516,14.902023315429688,4103762
2000-03-20,18.831138610839844,18.831138610839844,18.831138610839844,18.831138610839844,14.407354354858398,368718
2000-03-21,18.1845703125,20.1242618560791,18.1845703125,20.1242618560791,15.396695137023926,8989817
2000-03-22,20.40713119506836,21.01328659057617,20.043441772460938,21.01328659057617,16.076875686645508,7387620
2000-03-23,21.01328659057617,22.427640914916992,21.01328659057617,22.225589752197266,17.004384994506836,9151086
2000-03-24,22.225589752197266,22.225589752197266,21.61944007873535,21.61944007873535,16.540630340576172,7509251729
2000-03-27,21.417388916015625,23.03379440307617,21.417388916015625,23.03379440307617,17.622726440429688,9375234189
2000-03-28,23.03379440307617,23.84200096130371,22.427640914916992,22.62969207763672,17.313554763793945,10966329
2000-03-29,22.225589752197266,23.2358455657959,22.225589752197266,22.831743240356445,17.468143463134766,6674206
2000-03-30,24.04404640197754,24.246097564697266,23.84200096130371,24.246097564697266,18.55023765563965,18123394
2000-03-31,24.65020179748535,25.054304122924805,24.04404640197754,24.448148727416992,18.704822540283203,24520438
2000-04-03,24.448148727416992,24.448148727416992,24.448148727416992,24.448148727416992,18.704822540283203,0
2000-04-04,24.448148727416992,24.448148727416992,24.448148727416992,24.448148727416992,18.704822540283203,0
2000-04-05,24.246097564697266,26.67070960998535,24.246097564697266,26.67070960998535,20.405261993408203,31786555
2000-04-06,27.47891426086425,27.883012771606445,26.67070960998535,26.67070960998535,20.405261993408203,28425718
2000-04-07,26.87276077270508,27.47891426086425,25.86250305175781,26.266605377197266,20.09609031677246,12402392901
2000-04-10,28.2871150970459,29.499418258666992,28.2871150970459,28.69121742248535,21.951112747192383,29366372
2000-04-11,27.47891426086425,28.69121742248535,27.074811935424805,27.074811935424805,20.714433670043945,16703373
2000-04-12,26.266605377197266,26.67070960998535,25.25635528564453,25.45840644836425,19.47775077819824,13537217
2000-04-13,23.84200096130371,25.054304122924805,23.84200096130371,25.054304122924805,19.16858291625977,9678009
2000-04-14,24.04404640197754,25.054304122924805,24.04404640197754,24.246097564697266,18.55023765563965,5741745
2000-04-17,23.84200096130371,24.246097564697266,23.03379440307617,23.84200096130371,18.24107360839844,8881428020
2000-04-18,24.852251052856445,25.25635528564453,24.448148727416992,24.65020179748535,18.859411239624023,11893917009
2000-04-19,25.25635528564453,25.45840644836425,24.448148727416992,24.65020179748535,18.859411239624023,18667332603
2000-04-20,24.65020179748535,24.852251052856445,23.2358455657959,23.43789863586425,17.93189811706543,6226156
2000-04-21,23.43789863586425,24.04404640197754,23.43789863586425,23.639949798583984,18.086483001708984,4298423
2000-04-24,23.639949798583984,23.639949798583984,22.225589752197266,22.427640914916992,17.15896987915039,3103142
2000-04-25,21.417388916015625,22.427640914916992,21.01328659057617,22.225589752197266,17.004384994506836,4675259
2000-04-26,22.225589752197266,22.225589752197266,20.811235427856445,20.811235427856445,15.922286033630373,3802988
2000-04-27,20.811235427856445,21.01328659057617,19.63933753967285,20.60918235778809,15.76770305633545,4458031
2000-04-28,20.811235427856445,21.82149124145508,20.003034591674805,21.61944007873535,16.540630340576172,7715578549
2000-05-01,21.61944007873535,21.61944007873535,21.61944007873535,21.61944007873535,16.540630340576172,0
2000-05-02,21.417388916015625,21.417388916015625,20.811235427856445,21.2153377532959,16.23145866394043,3419931
2000-05-03,21.2153377532959,21.61944007873535,21.01328659057617,21.61944007873535,16.540630340576172,6190434
2000-05-04,21.61944007873535,22.023536682128903,20.60918235778809,21.417388916015625,16.386045455932617,7197853806
2000-05-05,21.61944007873535,22.831743240356445,21.2153377532959,22.831743240356445,17.468143463134766,9098121234
2000-05-08,23.03379440307617,23.03379440307617,21.82149124145508,21.82149124145508,16.69521713256836,4097977655
2000-05-09,21.82149124145508,21.82149124145508,21.82149124145508,21.82149124145508,16.69521713256836,0
2000-05-10,21.61944007873535,22.225589752197266,21.417388916015625,21.61944007873535,16.540630340576172,4424876375
2000-05-11,21.01328659057617,21.2153377532959,20.811235427856445,21.01328659057617,16.076875686645508,3073420
2000-05-12,21.2153377532959,21.61944007873535,21.2153377532959,21.417388916015625,16.386045455932617,2832215093
2000-05-15,21.82149124145508,21.82149124145508,20.60918235778809,20.60918235778809,15.76770305633545,1972278
2000-05-16,20.60918235778809,21.61944007873535,20.60918235778809,21.61944007873535,16.540630340576172,2560488382
2000-05-17,22.225589752197266,22.831743240356445,22.023536682128903,22.831743240356445,17.468143463134766,7420293
2000-05-18,22.62969207763672,22.62969207763672,21.82149124145508,22.427640914916992,17.15896987915039,3233096
2000-05-19,22.427640914916992,23.2358455657959,22.225589752197266,23.2358455657959,17.777311325073242,8214566
2000-05-22,22.427640914916992,22.62969207763672,21.82149124145508,21.82149124145508,16.69521713256836,2521641
2000-05-23,21.82149124145508,22.023536682128903,21.01328659057617,21.417388916015625,16.386045455932617,1352781
2000-05-24,20.811235427856445,21.82149124145508,20.811235427856445,21.417388916015625,16.386045455932617,1721254
2000-05-25,21.82149124145508,21.82149124145508,21.01328659057617,21.2153377532959,16.23145866394043,1869653
2000-05-26,20.811235427856445,21.417388916015625,20.811235427856445,21.01328659057617,16.076875686645508,1210091
2000-05-29,21.01328659057617,21.417388916015625,21.01328659057617,21.2153377532959,16.23145866394043,1398183
2000-05-30,21.2153377532959,21.2153377532959,21.2153377532959,21.2153377532959,16.23145866394043,0
2000-05-31,22.427640914916992,22.427640914916992,21.82149124145508,22.023536682128903,16.849796295166016,3733627
2000-06-01,22.023536682128903,22.225589752197266,21.417388916015625,21.417388916015625,16.386045455932617,1193726
2000-06-02,22.225589752197266,22.427640914916992,21.82149124145508,22.023536682128903,16.849796295166016,4738251
2000-06-05,22.225589752197266,23.2358455657959,22.023536682128903,23.03379440307617,17.622726440429688,9359031386
2000-06-06,23.03379440307617,23.03379440307617,23.03379440307617,23.03379440307617,17.622726440429688,0
2000-06-07,23.2358455657959,24.448148727416992,23.2358455657959,24.448148727416992,18.704822540283203,16847584954
2000-06-08,24.852251052856445,25.054304122924805,24.448148727416992,24.852251052856445,19.013994216918945,18530002
2000-06-09,25.054304122924805,25.054304122924805,23.84200096130371,24.448148727416992,18.704822540283203,6378963
2000-06-12,24.65020179748535,24.852251052856445,24.04404640197754,24.448148727416992,18.704822540283203,5462652240
2000-06-13,24.246097564697266,24.448148727416992,23.2358455657959,23.84200096130371,18.24107360839844,5324468802
2000-06-14,24.246097564697266,24.448148727416992,23.84200096130371,24.448148727416992,18.704822540283203,8502812230
2000-06-15,24.448148727416992,24.65020179748535,23.84200096130371,24.04404640197754,18.395652770996094,2911407987
2000-06-16,24.04404640197754,24.246097564697266,23.43789863586425,23.84200096130371,18.24107360839844,2358316
2000-06-19,24.65020179748535,25.054304122924805,24.65020179748535,25.054304122924805,19.16858291625977,14187024
2000-06-20,25.45840644836425,25.660457611083984,24.246097564697266,24.65020179748535,18.859411239624023,11437715
2000-06-21,24.65020179748535,24.852251052856445,23.84200096130371,24.65020179748535,18.859411239624023,6714275
2000-06-22,24.65020179748535,25.054304122924805,24.448148727416992,25.054304122924805,19.16858291625977,7645919
2000-06-23,24.852251052856445,25.054304122924805,24.448148727416992,24.65020179748535,18.859411239624023,6693860
2000-06-26,24.65020179748535,24.65020179748535,23.2358455657959,23.84200096130371,18.24107360839844,13165004
2000-06-27,28.804367065429688,29.09531784057617,27.349597930908203,27.349597930908203,20.924671173095703,9443098
2000-06-28,27.349597930908203,27.75693130493164,26.185791015625,26.825883865356445,20.523983001708984,3801646
2000-06-29,27.349597930908203,27.46598243713379,26.47673988342285,26.59311866760254,20.34589958190918,4739523
2000-06-30,26.767690658569336,27.93151092529297,26.47673988342285,27.291410446166992,20.8801498413086,6734760
2000-07-03,27.349597930908203,27.69874763488769,26.65131187438965,26.88407516479492,20.56850242614746,4499684
2000-07-04,27.291410446166992,27.291410446166992,25.021976470947266,25.13835525512696,19.232887268066406,4088715
2000-07-05,25.31292724609375,26.53493309020996,24.789213180541992,26.302169799804688,20.12329864501953,5007678
2000-07-06,25.66206932067871,26.302169799804688,25.37112045288086,25.6038761138916,19.58904838562012,2347886
2000-07-07,25.72026252746582,26.185791015625,25.31292724609375,25.48749732971192,19.5000114440918,2333708422
2000-07-10,25.48749732971192,25.77845573425293,23.858163833618164,25.196548461914062,19.27741050720215,1851854
2000-07-11,25.196548461914062,25.72026252746582,24.789213180541992,24.789213180541992,18.96576499938965,2373231
2000-07-12,24.905590057373047,25.021976470947266,24.149112701416016,24.38187789916992,18.65411949157715,1779496
2000-07-13,24.672834396362305,26.06940460205078,24.672834396362305,26.06940460205078,19.945213317871094,4909724
2000-07-14,26.360361099243164,27.116840362548828,26.185791015625,26.185791015625,20.034257888793945,5936724
2000-07-17,27.46598243713379,27.58236122131348,26.767690658569336,26.88407516479492,20.56850242614746,3349336
2000-07-18,27.175025939941406,27.233217239379883,26.24397659301757,26.59311866760254,20.34589958190918,3354914
2000-07-19,27.175025939941406,27.233217239379883,26.24397659301757,26.59311866760254,20.34589958190918,3354914
2000-07-20,26.011211395263672,26.302169799804688,25.42931365966797,25.42931365966797,19.45549392700196,1482267
2000-07-21,25.72026252746582,25.894834518432617,25.196548461914062,25.6038761138916,19.58904838562012,2285591
2000-07-24,25.6038761138916,25.6038761138916,25.021976470947266,25.021976470947266,19.14384651184082,1198559
2000-07-25,24.4400691986084,25.080162048339844,23.858163833618164,23.916349411010746,18.29795455932617,2304494
2000-07-26,24.672834396362305,24.96378326416016,23.97454261779785,24.38187789916992,18.65411949157715,2897372
